Car Details,Car Price,Car Name
"CaracterísticasVOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5PMarcaVOLKSWAGENTipo de veículoHatchAno2012Quilometragem130416Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$40.990,
"CaracterísticasVOLKSWAGEN JETTA HIGHLINE 2.0 TSI 16V 4P TIPTRONICCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN JETTA HIGHLINE 2.0 TSI 16V 4P TIPTRONICMarcaVOLKSWAGENAno2013Quilometragem134094Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomSomTrava elétricaVidro elétrico",R$70.800,
"CaracterísticasHYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.MarcaHYUNDAITipo de veículoHatchAno2016Quilometragem92000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$52.990,
"CaracterísticasVOLKSWAGEN SAVEIRO 1.6 MI/ 1.6 MI TOTAL FLEX 8VCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SAVEIRO 1.6 MI/ 1.6 MI TOTAL FLEX 8VMarcaVOLKSWAGENTipo de veículoPick-upAno2012Quilometragem150000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas2 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$39.999,
"CaracterísticasVOLKSWAGEN SAVEIRO CROSS 1.6 T. FLEX 16V CECategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SAVEIRO CROSS 1.6 T. FLEX 16V CEMarcaVOLKSWAGENTipo de veículoPick-upAno2016Quilometragem93000CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$73.900,
"CaracterísticasRENAULT DUSTER DYNAMIQUE 2.0  HI-FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloRENAULT DUSTER DYNAMIQUE 2.0  HI-FLEX 16V AUT.MarcaRENAULTTipo de veículoSUVAno2014Quilometragem100000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVSimCâmbioAutomáticoCorPrataPortas2 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$45.000,
"CaracterísticasKIA MOTORS SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloKIA MOTORS SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.MarcaKIA MOTORSTipo de veículoSUVAno2010Quilometragem143000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVSimCâmbioAutomáticoCorPretoPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$37.900,
"CaracterísticasTOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.MarcaTOYOTATipo de veículoVan/UtilitárioAno2019Quilometragem63000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico",R$112.800,
"CaracterísticasJEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2018Quilometragem33233Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$101.662,
"CaracterísticasCHEVROLET VECTRA CD 2.2 16V / 2.0 16V MEC./AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET VECTRA CD 2.2 16V / 2.0 16V MEC./AUT.MarcaCHEVROLETTipo de veículoSedãAno1997Quilometragem1Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisTrava elétricaVidro elétrico",R$15.000,
"CaracterísticasCHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.MarcaCHEVROLETTipo de veículoSedãAno2018Quilometragem75000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$59.900,
"CaracterísticasHONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloHONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.MarcaHONDATipo de veículoSUVAno2019Quilometragem70631CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa0Ver OpcionaisOpcionaisAlarmeAir bagAr condicionado",R$109.900,
"CaracterísticasVOLKSWAGEN SAVEIRO CROSS 1.6 T. FLEX 16V CECategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SAVEIRO CROSS 1.6 T. FLEX 16V CEMarcaVOLKSWAGENTipo de veículoPick-upAno2014Quilometragem96739Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas2 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$61.900,
"CaracterísticasHONDA HR-VCategoriaCarros, vans e utilitáriosModeloHONDA HR-VMarcaHONDAAno2016Quilometragem69000Possui Kit GNVNão",Prix non trouvé,
"CaracterísticasFIAT STRADA ENDURANCE 1.4 FLEX 8V CCategoriaCarros, vans e utilitáriosModeloFIAT STRADA ENDURANCE 1.4 FLEX 8V CMarcaFIATTipo de veículoPick-upAno2021Quilometragem1Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa0Tipo de direçãoHidráulica",Prix non trouvé,
"CaracterísticasFIAT ARGO 1.0 6V FLEX.CategoriaCarros, vans e utilitáriosModeloFIAT ARGO 1.0 6V FLEX.MarcaFIATAno2022Quilometragem1Possui Kit GNVNão",Prix non trouvé,
"CaracterísticasFIAT MOBI EASY ON 1.0 FIRE FLEX 5P.CategoriaCarros, vans e utilitáriosModeloFIAT MOBI EASY ON 1.0 FIRE FLEX 5P.MarcaFIATTipo de veículoHatchAno2017Quilometragem85000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa7Tipo de direçãoMecânicaVer OpcionaisOpcionaisAlarmeAir bagSomTrava elétrica",R$35.990,
"CaracterísticasCHERY TIGGO 5X T 1.5 16V TURBO FLEX AUT.CategoriaCarros, vans e utilitáriosModeloCHERY TIGGO 5X T 1.5 16V TURBO FLEX AUT.MarcaCHERYAno2020Quilometragem52000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réTrava elétricaVidro elétrico",R$96.900,
"CaracterísticasHYUNDAI HB20S EVOLUTION 1.0 FLEX 12V MECCategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20S EVOLUTION 1.0 FLEX 12V MECMarcaHYUNDAITipo de veículoSedãAno2022Quilometragem39000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$67.590,
"CaracterísticasHONDA CIVIC SED. LXL/LXL SE 1.8 FLEX 16V MEC.CategoriaCarros, vans e utilitáriosModeloHONDA CIVIC SED. LXL/LXL SE 1.8 FLEX 16V MEC.MarcaHONDATipo de veículoSedãAno2007Quilometragem152350Potência do motor1.8CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$33.000,
"CaracterísticasFIAT MOBI LIKE 1.0 FIRE FLEX 5P.CategoriaCarros, vans e utilitáriosModeloFIAT MOBI LIKE 1.0 FIRE FLEX 5P.MarcaFIATTipo de veículoHatchAno2022Quilometragem88233Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionadoTrava elétrica",R$49.590,
"CaracterísticasCHERY ARRIZO 5 RX 1.5 16V TURBO FLEX AUT.CategoriaCarros, vans e utilitáriosModeloCHERY ARRIZO 5 RX 1.5 16V TURBO FLEX AUT.MarcaCHERYAno2020Quilometragem9750Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de ré",R$76.900,
"CaracterísticasCITROEN C3 PICASSO GLX 1.5 FLEX 8V 5P MEC.CategoriaCarros, vans e utilitáriosModeloCITROEN C3 PICASSO GLX 1.5 FLEX 8V 5P MEC.MarcaCITROENTipo de veículoSUVAno2014Quilometragem64000Potência do motor1.5CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$35.900,
"CaracterísticasMITSUBISHI ECLIPSE CROSS HPE-S 1.5 16V 165CV AUT.CategoriaCarros, vans e utilitáriosModeloMITSUBISHI ECLIPSE CROSS HPE-S 1.5 16V 165CV AUT.MarcaMITSUBISHITipo de veículoSUVAno2022Quilometragem30000Potência do motor1.5CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$149.590,
"CaracterísticasVOLKSWAGEN VOYAGE GL 1.8 4P (ARGENTINO)CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN VOYAGE GL 1.8 4P (ARGENTINO)MarcaVOLKSWAGENTipo de veículoSedãAno1992Quilometragem190293Potência do motor1.8CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa6Tipo de direçãoMecânicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétrica",R$16.000,
"CaracterísticasVOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8VCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8VMarcaVOLKSWAGENTipo de veículoPick-upAno2021Quilometragem60000Potência do motor1.6CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionadoTrava elétricaVidro elétrico",R$63.000,
"CaracterísticasTOYOTA HILUX CD SR 4X2 2.7 16V/2.7 FLEX AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA HILUX CD SR 4X2 2.7 16V/2.7 FLEX AUT.MarcaTOYOTATipo de veículoPick-upAno2017Quilometragem118000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVermelhoPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$140.000,
"CaracterísticasFIAT MOBI DRIVE 1.0 FLEX 6V 5PCategoriaCarros, vans e utilitáriosModeloFIAT MOBI DRIVE 1.0 FLEX 6V 5PMarcaFIATAno2022Quilometragem38776Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico",R$58.900,
"CaracterísticasAUDI A5 CABRIOLET 2.0 TFSI QUATTRO STRONICCategoriaCarros, vans e utilitáriosModeloAUDI A5 CABRIOLET 2.0 TFSI QUATTRO STRONICMarcaAUDITipo de veículoConversívelAno2015Quilometragem55000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas2 portasFinal de placa2Tipo de direçãoHidráulica",R$190.000,
"CaracterísticasHYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12VCategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12VMarcaHYUNDAITipo de veículoHatchAno2019Quilometragem65000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$53.000,
"CaracterísticasVOLKSWAGEN POLO COMFORTLINE TSI 1.0 FLEX 12V AUT.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN POLO COMFORTLINE TSI 1.0 FLEX 12V AUT.MarcaVOLKSWAGENAno2023Quilometragem18633Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétrico",R$99.900,
"CaracterísticasCHEVROLET TRACKER LTZ 1.4 TURBO 16V FLEX 4X2 AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET TRACKER LTZ 1.4 TURBO 16V FLEX 4X2 AUT.MarcaCHEVROLETAno2017Quilometragem68249Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$85.900,
"CaracterísticasCHERY 1.5 TURBO (HÍBRIDO)CategoriaCarros, vans e utilitáriosModeloCHERY 1.5 TURBO (HÍBRIDO)MarcaCHERYTipo de veículoSUVAno2024Quilometragem6000Potência do motor1.5CombustívelHíbridoPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$218.000,
"CaracterísticasFORD KA 1.0 SE/SE PLUS TIVCT FLEX 5PCategoriaCarros, vans e utilitáriosModeloFORD KA 1.0 SE/SE PLUS TIVCT FLEX 5PMarcaFORDTipo de veículoHatchAno2018Quilometragem73000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$42.500,
"CaracterísticasCHERY TIGGO 3X PRO 1.0 TURBO FLEX AUTCategoriaCarros, vans e utilitáriosModeloCHERY TIGGO 3X PRO 1.0 TURBO FLEX AUTMarcaCHERYTipo de veículoHatchAno2022Quilometragem12000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVermelhoPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$83.000,
"CaracterísticasFORD KA+ SEDAN 1.5 SEL 16V FLEX 4PCategoriaCarros, vans e utilitáriosModeloFORD KA+ SEDAN 1.5 SEL 16V FLEX 4PMarcaFORDTipo de veículoSedãAno2015Quilometragem90000CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico",R$42.890,
"CaracterísticasVOLKSWAGEN SAVEIRO 1.6 MI TOTAL FLEX 8V CECategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SAVEIRO 1.6 MI TOTAL FLEX 8V CEMarcaVOLKSWAGENTipo de veículoPick-upAno1999Quilometragem209000Potência do motor1.6CombustívelGasolinaPossui Kit GNVNãoCorBrancoPortas2 portasFinal de placa0Tipo de direçãoMecânicaVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$16.500,
"CaracterísticasFIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 4PCategoriaCarros, vans e utilitáriosModeloFIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 4PMarcaFIATTipo de veículoHatchAno2011Quilometragem94700Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCorBrancoPortas4 portasFinal de placa0Tipo de direçãoMecânicaVer OpcionaisOpcionaisAr condicionado",R$21.900,
"CaracterísticasCHEVROLET CALIBRA 16VCategoriaCarros, vans e utilitáriosModeloCHEVROLET CALIBRA 16VMarcaCHEVROLETTipo de veículoSedãAno1995Quilometragem111000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorPretoPortas2 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionadoSomTrava elétricaVidro elétrico",R$40.000,
"CaracterísticasPEUGEOT EXPERT BUSINESS 1.6 TURBO DIESELCategoriaCarros, vans e utilitáriosModeloPEUGEOT EXPERT BUSINESS 1.6 TURBO DIESELMarcaPEUGEOTTipo de veículoVan/UtilitárioAno2018Quilometragem147000Potência do motor1.6CombustívelDieselPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico",R$72.500,
"CaracterísticasTOYOTA ETIOSCategoriaCarros, vans e utilitáriosModeloTOYOTA ETIOSMarcaTOYOTAAno2019Quilometragem107767Potência do motor1.5CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$59.900,
"CaracterísticasFORD SEDAN SEL 1.5 16V FLEXCategoriaCarros, vans e utilitáriosModeloFORD SEDAN SEL 1.5 16V FLEXMarcaFORDTipo de veículoSedãAno2017Quilometragem69500Potência do motor1.5CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$37.500,
"CaracterísticasFIAT 500 CULT 1.4 FLEX 8V EVO MEC.CategoriaCarros, vans e utilitáriosModeloFIAT 500 CULT 1.4 FLEX 8V EVO MEC.MarcaFIATTipo de veículoHatchAno2012Quilometragem107Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas2 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$35.000,
"CaracterísticasJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2018Quilometragem69500Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$77.500,
"CaracterísticasFORD FIESTA 1.6 16V FLEX MEC. 5PCategoriaCarros, vans e utilitáriosModeloFORD FIESTA 1.6 16V FLEX MEC. 5PMarcaFORDTipo de veículoSedãAno2015Quilometragem138000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réTrava elétricaVidro elétrico",R$39.900,
"CaracterísticasFIAT ARGO DRIVE 1.0 FIREFLYCategoriaCarros, vans e utilitáriosModeloFIAT ARGO DRIVE 1.0 FIREFLYMarcaFIATTipo de veículoHatchAno2023Quilometragem44992Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa3Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$70.720,
"CaracterísticasFIAT STRADA ENDURANCE 1.4 FLEX 8V CS PLUSCategoriaCarros, vans e utilitáriosModeloFIAT STRADA ENDURANCE 1.4 FLEX 8V CS PLUSMarcaFIATAno2021Quilometragem30086Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas2 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionado",R$75.390,
"CaracterísticasFIAT PUNTO ESSENCE 1.6 FLEX 16V 5PCategoriaCarros, vans e utilitáriosModeloFIAT PUNTO ESSENCE 1.6 FLEX 16V 5PMarcaFIATTipo de veículoHatchAno2014Quilometragem104000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas4 portasFinal de placa8Tipo de direçãoHidráulica",R$37.000,
"CaracterísticasCHEVROLET OPALA L/SL/SS/ 2.5/4.1CategoriaCarros, vans e utilitáriosModeloCHEVROLET OPALA L/SL/SS/ 2.5/4.1MarcaCHEVROLETAno1975Quilometragem9999Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorLaranjaPortas2 portasFinal de placa1Ver OpcionaisOpcionaisSom",R$129.900,
"CaracterísticasTOYOTA COROLLA XEI 2.0 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA COROLLA XEI 2.0 FLEX 16V AUT.MarcaTOYOTATipo de veículoSedãAno2020Quilometragem76000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$118.900,
"CaracterísticasFIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2PCategoriaCarros, vans e utilitáriosModeloFIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2PMarcaFIATTipo de veículoHatchAno2007Quilometragem200000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas2 portasFinal de placa8Tipo de direçãoMecânica",R$13.500,
"CaracterísticasFIAT STRADA 1.4 MPI FIRE FLEX 8V CECategoriaCarros, vans e utilitáriosModeloFIAT STRADA 1.4 MPI FIRE FLEX 8V CEMarcaFIATTipo de veículoVan/UtilitárioAno2008Quilometragem126966Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorAzulPortas2 portasFinal de placa6Tipo de direçãoHidráulica",R$30.000,
"CaracterísticasTOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.MarcaTOYOTATipo de veículoPick-upAno2023Quilometragem13000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$285.000,
"CaracterísticasTOYOTA COROLLA XEI 2.0 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA COROLLA XEI 2.0 FLEX 16V AUT.MarcaTOYOTATipo de veículoSedãAno2019Quilometragem96000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$86.900,
"CaracterísticasFORD ECOSPORT FREESTYLE 1.5 12V FLEX 5P AUT.CategoriaCarros, vans e utilitáriosModeloFORD ECOSPORT FREESTYLE 1.5 12V FLEX 5P AUT.MarcaFORDTipo de veículoSUVAno2019Quilometragem46800Potência do motor1.5CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$74.000,
"CaracterísticasVOLKSWAGEN VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUTCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUTMarcaVOLKSWAGENTipo de veículoSedãAno2021Quilometragem36000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$82.800,
"CaracterísticasFIAT GRAND SIENA 1.4 EVO FLEX 8V 4PCategoriaCarros, vans e utilitáriosModeloFIAT GRAND SIENA 1.4 EVO FLEX 8V 4PMarcaFIATTipo de veículoSedãAno2021Quilometragem39000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$59.600,
"CaracterísticasFIAT STRADA VOLCANO 1.3 FLEX 8V CDCategoriaCarros, vans e utilitáriosModeloFIAT STRADA VOLCANO 1.3 FLEX 8V CDMarcaFIATTipo de veículoPick-upAno2022Quilometragem30000Potência do motor1.3CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$104.900,
