Modele,Marque,Date,Location,Prix,Carburant,Kilométrage,Année,Boîte de vitesse,Departements
Classe c,Mercedes, 23.11.2023, POLOGNE,2 656 €,DIESEL,164 000 KM,2003,AUTOMATIQUE,74-400
Focus sw,Ford, 23.11.2023, POLOGNE,1 039 €,DIESEL,340 000 KM,2005,MANUELLE,74-400
Lt,Volkswagen, 24.11.2023, POLOGNE,3 580 €,DIESEL,337 000 KM,2003,MANUELLE,74-400
Tiguan,Volkswagen, 25.11.2023, POLOGNE,14 322 €,DIESEL,193 659 KM,2015,AUTOMATIQUE,74-400
Mondeo sw,Ford, 29.11.2023, POLOGNE,2 864 €,DIESEL,286 300 KM,2008,AUTOMATIQUE,74-400
Classe c break,Mercedes, 30.11.2023, POLOGNE,5 267 €,DIESEL,320 KM,2008,MANUELLE,74-400
Commander,Jeep, 01.12.2023, POLOGNE,9 240 €,ESSENCE,282 910 KM,2006,AUTOMATIQUE,74-400
Classe a,Mercedes, 02.12.2023, POLOGNE,32 316 €,HYBRIDE,25 227 KM,2020,AUTOMATIQUE,74-400
Rapid,Skoda, 05.12.2023, POLOGNE,6 004 €,DIESEL,262 000 KM,2018,MANUELLE,74-400
Golf sw,Volkswagen, 05.12.2023, POLOGNE,3 234 €,DIESEL,365 000 KM,2010,MANUELLE,74-400
Serie 1,Bmw, 07.12.2023, POLOGNE,2 518 €,ESSENCE,227 000 KM,2004,MANUELLE,74-400
3,Mazda, 07.12.2023, POLOGNE,4 042 €,ESSENCE,152 000 KM,2009,MANUELLE,74-400
Primera,Nissan, 07.12.2023, POLOGNE,1 132 €,ESSENCE,163 258 KM,2002,MANUELLE,74-400
Leon,Seat, 07.12.2023, POLOGNE,6 352 €,ESSENCE,160 000 KM,2013,MANUELLE,74-400
Trafic,Renault, 07.12.2023, POLOGNE,3 534 €,DIESEL,208 235 KM,2006,MANUELLE,74-400
Q3,Audi, 08.12.2023, POLOGNE,11 781 €,DIESEL,267 232 KM,2012,MANUELLE,74-400
Touran,Volkswagen, 08.12.2023, POLOGNE,8 062 €,DIESEL,254 658 KM,2012,MANUELLE,74-400
Sportage,Kia, 08.12.2023, POLOGNE,10 395 €,DIESEL,96 588 KM,2011,MANUELLE,74-400
Classe c,Mercedes, 09.12.2023, POLOGNE,1 963 €,ESSENCE,189 160 KM,2003,AUTOMATIQUE,74-400
Partner,Peugeot, 09.12.2023, POLOGNE,2 287 €,DIESEL,260 154 KM,2010,MANUELLE,74-400
Serie 1,Bmw, 10.12.2023, POLOGNE,3 442 €,ESSENCE,171 000 KM,2008,MANUELLE,74-400
X6,Bmw, 11.12.2023, POLOGNE,20 789 €,DIESEL,300 000 KM,2014,AUTOMATIQUE,74-400
A4,Audi, 11.12.2023, POLOGNE,5 082 €,ESSENCE,241 000 KM,2004,MANUELLE,74-400
C4 grand picasso,Citroen, 11.12.2023, POLOGNE,11 989 €,DIESEL,211 000 KM,2016,MANUELLE,74-400
Ulysse,Fiat, 11.12.2023, POLOGNE,1 848 €,DIESEL,275 000 KM,2007,MANUELLE,74-400
Touran,Volkswagen, 11.12.2023, POLOGNE,1 270 €,DIESEL,334 KM,2003,MANUELLE,74-400
Tiguan,Volkswagen, 12.12.2023, POLOGNE,8 062 €,ESSENCE,178 026 KM,2010,MANUELLE,74-400
Fabia,Skoda, 12.12.2023, POLOGNE,993 €,ESSENCE,160 000 KM,2000,MANUELLE,74-400
Golf plus,Volkswagen, 13.12.2023, POLOGNE,5 428 €,DIESEL,237 000 KM,2009,MANUELLE,74-400
Sharan,Volkswagen, 13.12.2023, POLOGNE,10 603 €,DIESEL,192 000 KM,2012,MANUELLE,74-400
Sharan,Volkswagen, 13.12.2023, POLOGNE,11 296 €,DIESEL,248 638 KM,2012,AUTOMATIQUE,74-400
Golf plus,Volkswagen, 13.12.2023, POLOGNE,3 234 €,ESSENCE,232 459 KM,2005,MANUELLE,74-400
Octavia,Skoda, 14.12.2023, POLOGNE,20 766 €,DIESEL,92 000 KM,2020,AUTOMATIQUE,74-400
Passat,Volkswagen, 14.12.2023, POLOGNE,1 501 €,ESSENCE,268 951 KM,2002,MANUELLE,74-400
Golf,Volkswagen, 15.12.2023, POLOGNE,16 285 €,DIESEL,167 000 KM,2013,AUTOMATIQUE,74-400
Classe slk,Mercedes, 15.12.2023, POLOGNE,4 851 €,ESSENCE,172 000 KM,2002,AUTOMATIQUE,74-400
Vectra,Opel, 16.12.2023, POLOGNE,1 617 €,DIESEL,258 469 KM,2008,AUTOMATIQUE,74-400
Touran,Volkswagen, 16.12.2023, POLOGNE,8 986 €,DIESEL,198 427 KM,2012,MANUELLE,74-400
S60,Volvo, 16.12.2023, POLOGNE,3 003 €,DIESEL,370 000 KM,2005,MANUELLE,74-400
Leon,Seat, 16.12.2023, POLOGNE,7 854 €,DIESEL,287 400 KM,2014,MANUELLE,74-400
Golf,Volkswagen, 19.12.2023, POLOGNE,993 €,ESSENCE,197 414 KM,1999,MANUELLE,74-400
Fabia,Skoda, 19.12.2023, POLOGNE,762 €,DIESEL,319 500 KM,2000,MANUELLE,74-400
Transporter,Volkswagen, 19.12.2023, POLOGNE,2 287 €,DIESEL,400 000 KM,2002,MANUELLE,74-400
Q5,Audi, 20.12.2023, POLOGNE,14 553 €,DIESEL,274 200 KM,2011,AUTOMATIQUE,74-400
Multivan,Volkswagen, 20.12.2023, POLOGNE,13 837 €,DIESEL,295 000 KM,2007,MANUELLE,74-400
Caravelle,Volkswagen, 21.12.2023, POLOGNE,12 220 €,DIESEL,280 000 KM,2010,MANUELLE,74-400
Focus societe,Ford, 19.09.2023, ALLEMAGNE,17 582 €,ESSENCE,52 950 KM,2021,MANUELLE,47533
Cx-3,Mazda, 19.09.2023, ALLEMAGNE,11 600 €,DIESEL,181 000 KM,2015,MANUELLE,47533
500,Fiat, 19.09.2023, ALLEMAGNE,14 990 €,ESSENCE,18 974 KM,2020,MANUELLE,47533
Serie 5,Bmw, 20.09.2023, ALLEMAGNE,14 500 €,DIESEL,257 500 KM,2013,AUTOMATIQUE,47533
Fiesta,Ford, 20.09.2023, ALLEMAGNE,13 582 €,ESSENCE,32 980 KM,2019,MANUELLE,47533
Captur,Renault, 21.09.2023, ALLEMAGNE,15 890 €,ESSENCE,46 817 KM,2019,MANUELLE,47533
Puma,Ford, 21.09.2023, ALLEMAGNE,21 382 €,ESSENCE,32 150 KM,2021,MANUELLE,47533
Cabrio,Mini, 21.09.2023, ALLEMAGNE,22 900 €,ESSENCE,42 000 KM,2019,MANUELLE,47533
I7,Bmw, 22.09.2023, ALLEMAGNE,118 700 €,ELECTRIQUE,29 582 KM,2022,AUTOMATIQUE,47533
Vito,Mercedes, 23.09.2023, ALLEMAGNE,13 500 €,DIESEL,296 200 KM,2009,AUTOMATIQUE,47533
Serie 4,Bmw, 23.09.2023, ALLEMAGNE,38 800 €,ESSENCE,25 200 KM,2023,AUTOMATIQUE,47533
Captur,Renault, 23.09.2023, ALLEMAGNE,15 490 €,ESSENCE,56 955 KM,2019,MANUELLE,47533
Accord,Honda, 23.09.2023, ALLEMAGNE,5 000 €,ESSENCE,205 000 KM,2006,MANUELLE,47533
C1,Citroen, 23.09.2023, ALLEMAGNE,9 850 €,ESSENCE,64 499 KM,2017,MANUELLE,47533
Up!,Volkswagen, 24.09.2023, ALLEMAGNE,7 198 €,ESSENCE,57 000 KM,2013,MANUELLE,47533
Multivan,Volkswagen, 24.09.2023, ALLEMAGNE,35 440 €,DIESEL,133 000 KM,2017,AUTOMATIQUE,47533
Ateca,Cupra, 26.09.2023, ALLEMAGNE,32 450 €,ESSENCE,30 500 KM,2020,AUTOMATIQUE,47533
Serie 2 active tourer,Bmw, 26.09.2023, ALLEMAGNE,48 990 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
Serie 2 active tourer,Bmw, 26.09.2023, ALLEMAGNE,41 990 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
Leon,Seat, 27.09.2023, ALLEMAGNE,17 999 €,ESSENCE,42 650 KM,2019,MANUELLE,47533
911 targa,Porsche, 27.09.2023, ALLEMAGNE,82 350 €,ESSENCE,71 300 KM,1969,MANUELLE,47533
Cabrio,Mini, 27.09.2023, ALLEMAGNE,23 170 €,ESSENCE,20 951 KM,2020,AUTOMATIQUE,47533
Serie 5 touring,Bmw, 28.09.2023, ALLEMAGNE,27 995 €,DIESEL,85 601 KM,2019,AUTOMATIQUE,47533
F12,Ferrari, 28.09.2023, ALLEMAGNE,549 995 €,ESSENCE,49 956 KM,2015,AUTOMATIQUE,47533
Taycan,Porsche, 28.09.2023, ALLEMAGNE,114 994 €,ELECTRIQUE,7 021 KM,2022,AUTOMATIQUE,47533
Cx-30,Mazda, 28.11.2023, ALLEMAGNE,24 000 €,ESSENCE,50 000 KM,2020,MANUELLE,47533
Mini,Mini, 28.11.2023, ALLEMAGNE,2 750 €,ESSENCE,147 000 KM,2004,MANUELLE,47533
Taycan,Porsche, 28.11.2023, ALLEMAGNE,142 995 €,ELECTRIQUE,10 765 KM,2023,AUTOMATIQUE,47533
Bentayga,Bentley, 28.11.2023, ALLEMAGNE,239 995 €,ESSENCE,11 323 KM,2021,AUTOMATIQUE,47533
X5,Bmw, 28.11.2023, ALLEMAGNE,77 990 €,DIESEL,3 000 KM,2023,AUTOMATIQUE,47533
Touran,Volkswagen, 29.11.2023, ALLEMAGNE,20 200 €,ESSENCE,42 600 KM,2018,MANUELLE,47533
Serie 3 touring,Bmw, 29.11.2023, ALLEMAGNE,43 789 €,HYBRIDE,34 601 KM,2022,AUTOMATIQUE,47533
Vivaro,Opel, 29.11.2023, ALLEMAGNE,11 880 €,DIESEL,79 000 KM,2013,MANUELLE,47533
X6,Bmw, 29.11.2023, ALLEMAGNE,107 690 €,DIESEL,10 KM,2024,AUTOMATIQUE,47533
A4 avant,Audi, 29.11.2023, ALLEMAGNE,24 600 €,DIESEL,154 600 KM,2016,AUTOMATIQUE,47533
A4,Audi, 29.11.2023, ALLEMAGNE,24 600 €,DIESEL,154 600 KM,2016,AUTOMATIQUE,47533
Xsara picasso,Citroen, 29.11.2023, ALLEMAGNE,2 000 €,ESSENCE,193 988 KM,2008,MANUELLE,47533
Ibiza,Seat, 30.11.2023, ALLEMAGNE,15 900 €,ESSENCE,58 000 KM,2018,MANUELLE,47533
Countryman,Mini, 30.11.2023, ALLEMAGNE,47 490 €,DIESEL,10 KM,2023,AUTOMATIQUE,47533
Classe v,Mercedes, 01.12.2023, ALLEMAGNE,44 980 €,DIESEL,103 024 KM,2020,AUTOMATIQUE,47533
Ix,Bmw, 01.12.2023, ALLEMAGNE,56 500 €,ELECTRIQUE,9 800 KM,2021,AUTOMATIQUE,47533
Serie 6,Bmw, 01.12.2023, ALLEMAGNE,42 700 €,ESSENCE,148 120 KM,1985,MANUELLE,47533
Ix,Bmw, 01.12.2023, ALLEMAGNE,57 988 €,ELECTRIQUE,2 500 KM,2021,AUTOMATIQUE,47533
Ix,Bmw, 01.12.2023, ALLEMAGNE,59 375 €,ELECTRIQUE,14 200 KM,2021,AUTOMATIQUE,47533
Ix,Bmw, 01.12.2023, ALLEMAGNE,59 373 €,ELECTRIQUE,12 099 KM,2021,AUTOMATIQUE,47533
Ix,Bmw, 01.12.2023, ALLEMAGNE,59 373 €,ELECTRIQUE,8 599 KM,2021,AUTOMATIQUE,47533
Ix,Bmw, 01.12.2023, ALLEMAGNE,57 800 €,ELECTRIQUE,11 200 KM,2021,AUTOMATIQUE,47533
X3,Bmw, 01.12.2023, ALLEMAGNE,64 390 €,DIESEL,2 001 KM,2023,AUTOMATIQUE,47533
Ix,Bmw, 01.12.2023, ALLEMAGNE,61 900 €,ELECTRIQUE,10 300 KM,2021,AUTOMATIQUE,47533
Serie 1,Bmw, 01.12.2023, ALLEMAGNE,11 800 €,DIESEL,181 000 KM,2013,MANUELLE,47533
Qubo,Fiat, 21.12.2023, POLOGNE,6 121 €,ESSENCE,129 000 KM,2015,MANUELLE,74-400
Scenic,Renault, 22.12.2023, POLOGNE,231 €,DIESEL,354 000 KM,2004,MANUELLE,74-400
Superb,Skoda, 22.12.2023, POLOGNE,8 431 €,DIESEL,249 000 KM,2011,AUTOMATIQUE,74-400
C5,Citroen, 23.12.2023, POLOGNE,3 234 €,DIESEL,288 500 KM,2011,MANUELLE,74-400
Superb,Skoda, 23.12.2023, POLOGNE,7 276 €,DIESEL,255 000 KM,2010,MANUELLE,74-400
Passat variant,Volkswagen, 24.12.2023, POLOGNE,5 983 €,DIESEL,263 232 KM,2009,MANUELLE,74-400
5008,Peugeot, 24.12.2023, POLOGNE,9 355 €,DIESEL,228 000 KM,2015,MANUELLE,74-400
Corsa,Opel, 25.12.2023, POLOGNE,1 617 €,ESSENCE,171 157 KM,2008,MANUELLE,74-400
Octavia,Skoda, 26.12.2023, POLOGNE,1 617 €,ESSENCE,220 469 KM,2003,MANUELLE,74-400
Q5,Audi, 27.12.2023, POLOGNE,15 015 €,DIESEL,177 064 KM,2013,AUTOMATIQUE,74-400
Caddy,Volkswagen, 27.12.2023, POLOGNE,11 088 €,DIESEL,298 000 KM,2012,AUTOMATIQUE,74-400
Crosstouran,Volkswagen, 27.12.2023, POLOGNE,11 549 €,DIESEL,261 893 KM,2014,AUTOMATIQUE,74-400
Megane coupe,Renault, 28.12.2023, POLOGNE,670 €,DIESEL,322 913 KM,2003,MANUELLE,74-400
Passat variant,Volkswagen, 28.12.2023, POLOGNE,8 524 €,DIESEL,261 055 KM,2011,MANUELLE,74-400
Polo,Volkswagen, 29.12.2023, POLOGNE,2 308 €,ESSENCE,197 000 KM,2006,MANUELLE,74-400
Kangoo,Renault, 30.12.2023, POLOGNE,1 153 €,DIESEL,244 025 KM,2002,MANUELLE,74-400
Octavia,Skoda, 30.12.2023, POLOGNE,12 451 €,DIESEL,238 950 KM,2015,AUTOMATIQUE,74-400
307,Peugeot, 30.12.2023, POLOGNE,2 218 €,DIESEL,253 550 KM,2008,MANUELLE,74-400
Focus sw,Ford, 30.12.2023, POLOGNE,4 620 €,DIESEL,224 000 KM,2012,MANUELLE,74-400
Golf,Volkswagen, 30.12.2023, POLOGNE,3 696 €,ESSENCE,200 000 KM,2008,MANUELLE,74-400
Golf sw,Volkswagen, 30.12.2023, POLOGNE,5 521 €,DIESEL,232 000 KM,2011,MANUELLE,74-400
Scenic,Renault, 31.12.2023, POLOGNE,3 118 €,ESSENCE,198 000 KM,2009,MANUELLE,74-400
Polo,Volkswagen, 31.12.2023, POLOGNE,762 €,ESSENCE,197 000 KM,1996,MANUELLE,74-400
C3 picasso,Citroen, 31.12.2023, POLOGNE,4 273 €,DIESEL,298 000 KM,2011,MANUELLE,74-400
F150,Ford, 31.12.2023, POLOGNE,38 114 €,ESSENCE,140 000 KM,2015,AUTOMATIQUE,74-400
Panamera sport turismo,Porsche, 28.09.2023, ALLEMAGNE,134 995 €,HYBRIDE,29 883 KM,2021,AUTOMATIQUE,47533
Cabrio,Mini, 28.09.2023, ALLEMAGNE,18 999 €,ESSENCE,61 342 KM,2020,MANUELLE,47533
I7,Bmw, 29.09.2023, ALLEMAGNE,108 990 €,ELECTRIQUE,25 102 KM,2022,AUTOMATIQUE,47533
Ateca,Seat, 29.09.2023, ALLEMAGNE,19 980 €,DIESEL,184 349 KM,2020,AUTOMATIQUE,47533
500c,Fiat, 29.09.2023, ALLEMAGNE,15 950 €,ESSENCE,4 780 KM,2019,MANUELLE,47533
A4,Audi, 30.09.2023, ALLEMAGNE,9 800 €,ESSENCE,124 800 KM,2012,AUTOMATIQUE,47533
I3,Bmw, 30.09.2023, ALLEMAGNE,21 895 €,ELECTRIQUE,33 901 KM,2020,AUTOMATIQUE,47533
X4,Bmw, 30.09.2023, ALLEMAGNE,41 770 €,DIESEL,40 851 KM,2020,AUTOMATIQUE,47533
Clio,Renault, 30.09.2023, ALLEMAGNE,17 980 €,ESSENCE,6 949 KM,2022,AUTOMATIQUE,47533
Serie 4,Bmw, 30.09.2023, ALLEMAGNE,98 890 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
X7,Bmw, 30.09.2023, ALLEMAGNE,94 725 €,ESSENCE,18 500 KM,2022,AUTOMATIQUE,47533
Serie 8,Bmw, 30.09.2023, ALLEMAGNE,139 880 €,ESSENCE,12 500 KM,2023,AUTOMATIQUE,47533
Captur,Renault, 30.09.2023, ALLEMAGNE,15 490 €,ESSENCE,65 515 KM,2018,AUTOMATIQUE,47533
Sportage,Kia, 30.09.2023, ALLEMAGNE,22 890 €,ESSENCE,38 200 KM,2020,AUTOMATIQUE,47533
Serie 5,Bmw, 30.09.2023, ALLEMAGNE,4 000 €,ESSENCE,200 000 KM,2003,MANUELLE,47533
Tt roadster,Audi, 30.09.2023, ALLEMAGNE,3 950 €,ESSENCE,225 000 KM,2000,-,47533
488 spider,Ferrari, 30.09.2023, ALLEMAGNE,269 995 €,ESSENCE,24 545 KM,2018,AUTOMATIQUE,47533
Serie 4 cabriolet,Bmw, 01.10.2023, ALLEMAGNE,42 777 €,ESSENCE,22 450 KM,2023,AUTOMATIQUE,47533
Ateca,Seat, 03.10.2023, ALLEMAGNE,17 850 €,ESSENCE,77 400 KM,2019,MANUELLE,47533
X3,Bmw, 03.10.2023, ALLEMAGNE,55 420 €,HYBRIDE,56 801 KM,2022,AUTOMATIQUE,47533
Golf plus,Volkswagen, 04.10.2023, ALLEMAGNE,3 999 €,ESSENCE,196 000 KM,2007,MANUELLE,47533
Xc60,Volvo, 04.10.2023, ALLEMAGNE,23 000 €,DIESEL,96 000 KM,2016,AUTOMATIQUE,47533
Golf cabriolet,Volkswagen, 05.10.2023, ALLEMAGNE,18 900 €,ESSENCE,68 552 KM,2013,AUTOMATIQUE,47533
Master deluxe,Chevrolet, 05.10.2023, ALLEMAGNE,38 500 €,ESSENCE,23 218 KM,1940,MANUELLE,47533
Serie 1,Bmw, 05.10.2023, ALLEMAGNE,13 800 €,DIESEL,118 000 KM,2016,MANUELLE,47533
X5,Bmw, 01.12.2023, ALLEMAGNE,90 990 €,HYBRIDE,15 800 KM,2022,AUTOMATIQUE,47533
Cabrio,Mini, 01.12.2023, ALLEMAGNE,9 250 €,ESSENCE,49 500 KM,2010,MANUELLE,47533
Scenic,Renault, 01.12.2023, ALLEMAGNE,1 999 €,DIESEL,193 280 KM,2006,MANUELLE,47533
Hr-v,Honda, 01.12.2023, ALLEMAGNE,28 990 €,HYBRIDE,2 100 KM,2022,AUTOMATIQUE,47533
Hr-v,Honda, 01.12.2023, ALLEMAGNE,36 950 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
Mini,Mini, 01.12.2023, ALLEMAGNE,17 430 €,ESSENCE,15 800 KM,2020,MANUELLE,47533
X2,Bmw, 02.12.2023, ALLEMAGNE,28 880 €,DIESEL,53 000 KM,2020,AUTOMATIQUE,47533
Serie 1,Bmw, 02.12.2023, ALLEMAGNE,25 990 €,DIESEL,11 600 KM,2023,AUTOMATIQUE,47533
Serie 7,Bmw, 02.12.2023, ALLEMAGNE,103 995 €,DIESEL,16 400 KM,2023,AUTOMATIQUE,47533
Serie 5,Bmw, 02.12.2023, ALLEMAGNE,88 888 €,ESSENCE,10 900 KM,2023,AUTOMATIQUE,47533
Glb 220d,Mercedes, 02.12.2023, ALLEMAGNE,35 979 €,DIESEL,74 323 KM,2021,AUTOMATIQUE,47533
A4 avant,Audi, 02.12.2023, ALLEMAGNE,33 000 €,DIESEL,88 000 KM,2019,AUTOMATIQUE,47533
Tourneo connect,Ford, 02.12.2023, ALLEMAGNE,20 400 €,DIESEL,132 000 KM,2019,AUTOMATIQUE,47533
Classe c,Mercedes, 02.12.2023, ALLEMAGNE,5 999 €,ESSENCE,208 000 KM,2009,MANUELLE,47533
911 992,Porsche, 02.12.2023, ALLEMAGNE,169 992 €,ESSENCE,31 334 KM,2021,AUTOMATIQUE,47533
Astra cabrio,Opel, 03.12.2023, ALLEMAGNE,3 400 €,DIESEL,237 000 KM,2007,MANUELLE,47533
Glb 220d,Mercedes, 03.12.2023, ALLEMAGNE,35 980 €,DIESEL,74 323 KM,2021,AUTOMATIQUE,47533
Classe e,Mercedes, 03.12.2023, ALLEMAGNE,46 300 €,DIESEL,80 000 KM,2020,AUTOMATIQUE,47533
Serie 3,Bmw, 04.12.2023, ALLEMAGNE,21 990 €,DIESEL,148 520 KM,2014,MANUELLE,47533
Twingo,Renault, 04.12.2023, ALLEMAGNE,12 750 €,ESSENCE,46 628 KM,2020,MANUELLE,47533
6,Mazda, 04.12.2023, ALLEMAGNE,12 999 €,ESSENCE,109 500 KM,2015,MANUELLE,47533
Classe c break,Mercedes, 04.12.2023, ALLEMAGNE,58 499 €,ESSENCE,1 996 KM,2023,AUTOMATIQUE,47533
Vivaro,Opel, 04.12.2023, ALLEMAGNE,10 770 €,DIESEL,103 000 KM,2014,MANUELLE,47533
Rio,Kia, 04.12.2023, ALLEMAGNE,2 500 €,GPL,208 282 KM,2009,MANUELLE,47533
911 cabriolet 992,Porsche, 04.12.2023, ALLEMAGNE,174 992 €,ESSENCE,11 343 KM,2023,AUTOMATIQUE,47533
Ateca,Cupra, 06.10.2023, ALLEMAGNE,44 850 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
Mini,Mini, 06.10.2023, ALLEMAGNE,31 500 €,ESSENCE,4 990 KM,2022,AUTOMATIQUE,47533
Serie 4,Bmw, 07.10.2023, ALLEMAGNE,37 995 €,ESSENCE,23 802 KM,2022,AUTOMATIQUE,47533
147,Alfa romeo, 07.10.2023, ALLEMAGNE,2 900 €,ESSENCE,175 000 KM,2007,MANUELLE,47533
Yeti,Skoda, 07.10.2023, ALLEMAGNE,9 999 €,ESSENCE,77 000 KM,2013,MANUELLE,47533
Compass,Jeep, 07.10.2023, ALLEMAGNE,31 782 €,HYBRIDE,30 550 KM,2022,AUTOMATIQUE,47533
Passat variant,Volkswagen, 08.10.2023, ALLEMAGNE,10 800 €,DIESEL,244 000 KM,2015,MANUELLE,47533
Vantage roadster,Aston martin, 09.10.2023, ALLEMAGNE,224 995 €,ESSENCE,15 887 KM,2022,AUTOMATIQUE,47533
Ibiza,Seat, 10.10.2023, ALLEMAGNE,22 950 €,ESSENCE,24 100 KM,2021,AUTOMATIQUE,47533
Cayenne,Porsche, 10.10.2023, ALLEMAGNE,124 995 €,HYBRIDE,6 945 KM,2023,AUTOMATIQUE,47533
Captur,Renault, 12.10.2023, ALLEMAGNE,16 490 €,ESSENCE,50 381 KM,2020,MANUELLE,47533
Serie 1,Bmw, 12.10.2023, ALLEMAGNE,13 800 €,DIESEL,83 000 KM,2015,MANUELLE,47533
Tarraco,Seat, 13.10.2023, ALLEMAGNE,44 850 €,HYBRIDE,10 KM,2024,AUTOMATIQUE,47533
356,Porsche, 13.10.2023, ALLEMAGNE,118 300 €,ESSENCE,129 196 KM,1964,MANUELLE,47533
Transporter,Volkswagen, 14.10.2023, ALLEMAGNE,41 499 €,DIESEL,10 KM,2024,MANUELLE,47533
T-roc,Volkswagen, 14.10.2023, ALLEMAGNE,33 999 €,ESSENCE,15 250 KM,2021,AUTOMATIQUE,47533
Serie 4,Bmw, 14.10.2023, ALLEMAGNE,78 990 €,ESSENCE,26 301 KM,2022,AUTOMATIQUE,47533
Serie 7,Bmw, 14.10.2023, ALLEMAGNE,91 700 €,DIESEL,13 959 KM,2022,AUTOMATIQUE,47533
Clubman,Mini, 14.10.2023, ALLEMAGNE,8 450 €,ESSENCE,111 075 KM,2011,MANUELLE,47533
Ka+,Ford, 15.10.2023, ALLEMAGNE,6 990 €,ESSENCE,43 524 KM,2015,MANUELLE,47533
Touran,Volkswagen, 16.10.2023, ALLEMAGNE,10 900 €,DIESEL,246 000 KM,2017,AUTOMATIQUE,47533
Fiesta,Ford, 16.10.2023, ALLEMAGNE,21 982 €,ESSENCE,15 650 KM,2022,AUTOMATIQUE,47533
Focus sw,Ford, 16.10.2023, ALLEMAGNE,24 982 €,ESSENCE,25 300 KM,2021,AUTOMATIQUE,47533
Berlingo van,Citroen, 16.10.2023, ALLEMAGNE,21 982 €,DIESEL,41 256 KM,2019,MANUELLE,47533
Puma,Ford, 16.10.2023, ALLEMAGNE,24 282 €,ESSENCE,2 150 KM,2021,AUTOMATIQUE,47533
Touran,Volkswagen, 31.12.2023, POLOGNE,2 541 €,ESSENCE,190 000 KM,2004,MANUELLE,74-400
Golf,Volkswagen, 01.01.2024, POLOGNE,2 449 €,DIESEL,197 000 KM,2008,MANUELLE,74-400
Forester,Subaru, 01.01.2024, POLOGNE,6 837 €,ESSENCE,241 000 KM,2009,AUTOMATIQUE,74-400
Vectra,Opel, 03.01.2024, POLOGNE,2 079 €,DIESEL,326 000 KM,2007,MANUELLE,74-400
Polo,Volkswagen, 03.01.2024, POLOGNE,1 155 €,ESSENCE,198 100 KM,2005,MANUELLE,74-400
A4 allroad,Audi, 03.01.2024, POLOGNE,8 778 €,DIESEL,333 529 KM,2009,MANUELLE,74-400
207,Peugeot, 03.01.2024, POLOGNE,3 349 €,ESSENCE,153 000 KM,2007,MANUELLE,74-400
Grand vitara,Suzuki, 03.01.2024, POLOGNE,6 676 €,DIESEL,155 000 KM,2012,MANUELLE,74-400
Transporter,Volkswagen, 03.01.2024, POLOGNE,855 €,DIESEL,406 000 KM,1996,MANUELLE,74-400
Brava,Fiat, 03.01.2024, POLOGNE,577 €,ESSENCE,131 000 KM,1997,MANUELLE,74-400
Land cruiser,Toyota, 07.10.2023, POLOGNE,9 910 €,DIESEL,423 578 KM,2004,AUTOMATIQUE,72-020
X3,Bmw, 25.10.2023, POLOGNE,6 537 €,DIESEL,239 000 KM,2007,AUTOMATIQUE,72-020
Corsa,Opel, 29.12.2023, POLOGNE,4 273 €,ESSENCE,152 500 KM,2010,MANUELLE,72-020
A6,Audi, 21.01.2022, POLOGNE,3 211 €,-,288 000 KM,1999,-,70-001
A6,Audi, 21.01.2022, POLOGNE,9 448 €,-,146 700 KM,2006,-,70-001
A6,Audi, 21.01.2022, POLOGNE,7 507 €,-,128 000 KM,2005,-,70-001
A3,Audi, 21.01.2022, POLOGNE,4 828 €,ESSENCE,212 000 KM,2006,MANUELLE,70-001
A6,Audi, 21.01.2022, POLOGNE,6 930 €,ESSENCE,204 000 KM,2005,-,70-001
A6,Audi, 21.01.2022, POLOGNE,6 352 €,-,153 000 KM,2005,-,70-001
Serie 5,Bmw, 21.01.2022, POLOGNE,4 504 €,-,260 000 KM,1997,-,70-001
Serie 3 touring,Bmw, 21.01.2022, POLOGNE,6 907 €,-,188 000 KM,2003,-,70-001
Serie 5,Bmw, 21.01.2022, POLOGNE,9 217 €,-,223 000 KM,2006,-,70-001
Serie 7,Bmw, 21.01.2022, POLOGNE,2 287 €,-,300 000 KM,1999,-,70-001
Serie 3,Bmw, 21.01.2022, POLOGNE,1 594 €,-,268 930 KM,1999,-,70-001
Serie 3,Bmw, 21.01.2022, POLOGNE,4 135 €,-,166 000 KM,2003,-,70-001
Serie 3 coupe,Bmw, 28.12.2023, PAYS-BAS,NC,ESSENCE,109 000 KM,2002,MANUELLE,5212
911 cabriolet 992,Porsche, 04.12.2023, ALLEMAGNE,210 407 €,ESSENCE,34 691 KM,2021,AUTOMATIQUE,47533
911 targa 992,Porsche, 04.12.2023, ALLEMAGNE,209 992 €,ESSENCE,11 567 KM,2023,AUTOMATIQUE,47533
Taycan,Porsche, 04.12.2023, ALLEMAGNE,162 995 €,ELECTRIQUE,10 654 KM,2023,AUTOMATIQUE,47533
Golf,Volkswagen, 05.12.2023, ALLEMAGNE,2 200 €,ESSENCE,182 000 KM,1992,MANUELLE,47533
Classe c break,Mercedes, 05.12.2023, ALLEMAGNE,34 500 €,ESSENCE,97 000 KM,2018,AUTOMATIQUE,47533
