Modele,Marque,Date,Location,Prix,Carburant,Kilométrage,Année,Boîte de vitesse,Departements
Vivaro,Opel, 14.11.2023, POLOGNE,8 316 €,DIESEL,405 000 KM,2011,MANUELLE,16-411
A6,Audi, 26.11.2023, POLOGNE,2 518 €,ESSENCE,231 000 KM,1996,MANUELLE,16-411
Ds5,Citroen, 20.12.2023, POLOGNE,6 121 €,DIESEL,300 000 KM,2012,MANUELLE,16-411
Crosstouran,Volkswagen, 30.09.2023, POLOGNE,3 580 €,DIESEL,318 000 KM,2007,MANUELLE,16-506
2,Mazda, 12.11.2023, POLOGNE,2 656 €,ESSENCE,185 820 KM,2008,MANUELLE,16-506
A6 avant,Audi, 28.11.2023, POLOGNE,2 887 €,GPL,346 000 KM,1996,MANUELLE,16-506
Classe sl,Mercedes, 08.12.2023, POLOGNE,29 798 €,ESSENCE,73 000 KM,2007,AUTOMATIQUE,16-506
Polo,Volkswagen, 26.12.2023, FRANCE,9 490 €,-,99 600 KM,2013,MANUELLE,44430
Galloper,Hyundai, 31.12.2023, POLOGNE,3 349 €,DIESEL,247 122 KM,2001,MANUELLE,16-506
X5,Bmw, 31.10.2023, POLOGNE,11 319 €,GPL,270 000 KM,2008,AUTOMATIQUE,16-503
Pathfinder,Nissan, 12.12.2023, POLOGNE,7 161 €,DIESEL,222 900 KM,2007,MANUELLE,16-503
Sprinter,Mercedes, 17.12.2023, POLOGNE,6 352 €,DIESEL,280 000 KM,2005,MANUELLE,16-503
Octavia,Skoda, 19.12.2023, POLOGNE,693 €,DIESEL,490 622 KM,2004,MANUELLE,16-503
Insignia,Opel, 20.11.2023, POLOGNE,5 752 €,DIESEL,260 578 KM,2010,AUTOMATIQUE,16-404
Tipo,Fiat, 19.12.2023, POLOGNE,7 392 €,GPL,107 000 KM,2016,MANUELLE,16-404
Passat,Volkswagen, 14.11.2023, POLOGNE,3 349 €,DIESEL,367 000 KM,2009,MANUELLE,16-326
A6,Audi, 21.01.2022, POLOGNE,4 989 €,-,-,2002,-,16-400
A6,Audi, 21.01.2022, POLOGNE,3 673 €,-,230 000 KM,1999,-,16-400
A6,Audi, 21.01.2022, POLOGNE,6 144 €,DIESEL,208 700 KM,2001,-,16-400
A6,Audi, 21.01.2022, POLOGNE,9 009 €,-,183 000 KM,2005,-,16-400
X3,Bmw, 21.01.2022, POLOGNE,10 395 €,-,170 000 KM,2006,-,16-400
X5,Bmw, 21.01.2022, POLOGNE,15 015 €,-,220 005 KM,2006,-,16-400
X5,Bmw, 21.01.2022, POLOGNE,13 167 €,-,223 000 KM,2006,-,16-400
Vito,Mercedes, 21.01.2022, POLOGNE,1 663 €,-,240 KM,1998,-,16-400
Classe e,Mercedes, 21.01.2022, POLOGNE,7 392 €,-,-,2004,-,16-400
Classe a,Mercedes, 21.01.2022, POLOGNE,2 425 €,-,135 000 KM,2001,-,16-400
Classe clk,Mercedes, 21.01.2022, POLOGNE,3 095 €,ESSENCE,240 000 KM,2000,-,16-400
Classe a,Mercedes, 21.01.2022, POLOGNE,5 729 €,DIESEL,166 824 KM,2005,-,16-400
Santa fe,Hyundai, 21.01.2022, POLOGNE,4 320 €,DIESEL,130 000 KM,2005,MANUELLE,16-400
3,Mazda, 21.01.2022, POLOGNE,4 966 €,-,170 000 KM,2006,-,16-400
Premacy,Mazda, 21.01.2022, POLOGNE,2 472 €,-,281 000 KM,2002,-,16-400
2,Mazda, 21.01.2022, POLOGNE,3 373 €,DIESEL,162 340 KM,2003,-,16-400
307,Peugeot, 21.01.2022, POLOGNE,4 597 €,-,98 000 KM,2006,-,16-400
Vectra,Opel, 21.01.2022, POLOGNE,5 082 €,-,227 758 KM,2005,-,16-400
307,Peugeot, 21.01.2022, POLOGNE,3 557 €,DIESEL,147 878 KM,2005,-,16-400
Pathfinder,Nissan, 21.01.2022, POLOGNE,9 240 €,-,186 000 KM,2005,-,16-400
Lancer,Mitsubishi, 21.01.2022, POLOGNE,7 969 €,-,44 000 KM,2009,-,16-400
Astra,Opel, 21.01.2022, POLOGNE,3 280 €,-,147 200 KM,2006,-,16-400
Outlander,Mitsubishi, 21.01.2022, POLOGNE,4 042 €,-,307 000 KM,2004,-,16-400
Galant,Mitsubishi, 21.01.2022, POLOGNE,3 211 €,-,99 100 KM,2001,-,16-400
Transporter,Volkswagen, 21.01.2022, POLOGNE,4 603 €,-,306 000 KM,2002,-,16-400
Sharan,Volkswagen, 21.01.2022, POLOGNE,3 165 €,-,209 000 KM,2000,-,16-400
Passat,Volkswagen, 21.01.2022, POLOGNE,1 247 €,-,260 000 KM,1998,-,16-400
Passat,Volkswagen, 21.01.2022, POLOGNE,4 805 €,-,218 531 KM,2002,-,16-400
Bora,Volkswagen, 21.01.2022, POLOGNE,4 296 €,DIESEL,-,2002,-,16-400
Golf,Volkswagen, 21.01.2022, POLOGNE,3 534 €,DIESEL,202 100 KM,2001,-,16-400
Touran,Volkswagen, 21.01.2022, POLOGNE,7 507 €,-,235 126 KM,2007,-,16-400
Rav4,Toyota, 21.01.2022, POLOGNE,6 468 €,-,250 000 KM,2005,-,16-400
Passat,Volkswagen, 21.01.2022, POLOGNE,3 095 €,DIESEL,272 000 KM,2001,-,16-400
Bora,Volkswagen, 21.01.2022, POLOGNE,4 574 €,DIESEL,189 230 KM,2002,-,16-400
Corolla,Toyota, 21.01.2022, POLOGNE,4 366 €,DIESEL,192 299 KM,2003,-,16-400
Octavia combi,Skoda, 21.01.2022, POLOGNE,4 920 €,-,210 000 KM,2006,-,16-400
Octavia combi,Skoda, 21.01.2022, POLOGNE,2 518 €,-,298 543 KM,2000,-,16-400
Leon,Seat, 21.01.2022, POLOGNE,3 465 €,-,175 723 KM,2004,-,16-400
Leon,Seat, 21.01.2022, POLOGNE,3 557 €,DIESEL,183 094 KM,2000,-,16-400
Ibiza,Seat, 21.01.2022, POLOGNE,5 036 €,DIESEL,85 028 KM,2007,-,16-400
Sx4,Suzuki, 21.01.2022, POLOGNE,6 606 €,-,127 221 KM,2007,-,16-400
S40,Volvo, 21.01.2022, POLOGNE,6 653 €,DIESEL,192 800 KM,2006,-,16-400
Octavia combi,Skoda, 21.01.2022, POLOGNE,3 511 €,DIESEL,219 200 KM,2002,-,16-400
Pacifica,Chrysler, 21.01.2022, POLOGNE,10 395 €,ESSENCE,91 000 KM,2006,-,16-400
Mondeo sw,Ford, 21.01.2022, POLOGNE,2 749 €,-,131 871 KM,2004,-,16-400
Tourneo connect,Ford, 25.09.2022, POLOGNE,NC,DIESEL,-,2010,MANUELLE,16-400
Alhambra,Seat, 25.09.2022, POLOGNE,1 756 €,DIESEL,310 300 KM,2004,AUTOMATIQUE,16-400
X5,Bmw, 11.11.2022, POLOGNE,NC,DIESEL,247 000 KM,2012,AUTOMATIQUE,16-400
Cr-v,Honda, 07.12.2022, POLOGNE,7 346 €,DIESEL,278 000 KM,2009,MANUELLE,16-400
Passat,Volkswagen, 14.01.2023, POLOGNE,NC,DIESEL,120 300 KM,2010,AUTOMATIQUE,16-400
Tiguan,Volkswagen, 04.04.2023, POLOGNE,NC,DIESEL,186 200 KM,2013,MANUELLE,16-400
Corsa van,Opel, 29.04.2023, POLOGNE,1 132 €,ESSENCE,395 000 KM,2006,MANUELLE,16-400
Venga,Kia, 02.05.2023, POLOGNE,10 603 €,ESSENCE,113 800 KM,2015,MANUELLE,16-400
Scenic,Renault, 11.05.2023, POLOGNE,8 963 €,ESSENCE,102 839 KM,2013,MANUELLE,16-400
I30,Hyundai, 12.05.2023, POLOGNE,6 352 €,DIESEL,243 700 KM,2013,MANUELLE,16-400
Golf sw,Volkswagen, 12.05.2023, POLOGNE,12 127 €,DIESEL,157 600 KM,2019,MANUELLE,16-400
Aygo,Toyota, 23.05.2023, POLOGNE,10 372 €,ESSENCE,21 381 KM,2019,MANUELLE,16-400
A4,Audi, 24.05.2023, POLOGNE,20 766 €,DIESEL,136 500 KM,2017,AUTOMATIQUE,16-400
A4 avant,Audi, 24.05.2023, POLOGNE,10 395 €,ESSENCE,292 000 KM,1999,MANUELLE,16-400
Classe c,Mercedes, 24.05.2023, POLOGNE,38 091 €,ESSENCE,44 570 KM,2017,AUTOMATIQUE,16-400
X5,Bmw, 24.05.2023, POLOGNE,7 738 €,DIESEL,231 642 KM,2005,AUTOMATIQUE,16-400
Serie 5,Bmw, 24.05.2023, POLOGNE,13 606 €,ESSENCE,209 000 KM,2013,AUTOMATIQUE,16-400
Fiesta,Ford, 24.05.2023, POLOGNE,2 983 €,DIESEL,270 000 KM,2010,MANUELLE,16-400
Berlingo,Citroen, 24.05.2023, POLOGNE,10 972 €,DIESEL,93 215 KM,2016,MANUELLE,16-400
I3,Bmw, 25.05.2023, POLOGNE,14 992 €,ELECTRIQUE,54 015 KM,2015,AUTOMATIQUE,16-400
Corolla,Toyota, 25.05.2023, POLOGNE,16 331 €,ESSENCE,124 335 KM,2019,MANUELLE,16-400
Fabia,Skoda, 25.05.2023, POLOGNE,9 124 €,ESSENCE,167 100 KM,2017,MANUELLE,16-400
Model s,Tesla, 25.05.2023, POLOGNE,36 728 €,ELECTRIQUE,234 434 KM,2015,AUTOMATIQUE,16-400
Captur,Renault, 26.05.2023, POLOGNE,13 837 €,ESSENCE,67 200 KM,2016,MANUELLE,16-400
Captur,Renault, 26.05.2023, POLOGNE,11 527 €,ESSENCE,94 544 KM,2015,MANUELLE,16-400
Xc90,Volvo, 02.06.2023, POLOGNE,32 316 €,DIESEL,251 520 KM,2017,AUTOMATIQUE,16-400
Mondeo,Ford, 12.06.2023, POLOGNE,15 361 €,ESSENCE,13 500 KM,2017,AUTOMATIQUE,16-400
A4,Audi, 13.06.2023, POLOGNE,1 756 €,DIESEL,327 700 KM,2004,MANUELLE,16-400
Fabia,Skoda, 13.06.2023, POLOGNE,9 910 €,ESSENCE,175 680 KM,2016,AUTOMATIQUE,16-400
C5,Citroen, 15.06.2023, POLOGNE,5 521 €,ESSENCE,229 238 KM,2009,MANUELLE,16-400
Venga,Kia, 16.06.2023, POLOGNE,6 676 €,ESSENCE,138 366 KM,2010,MANUELLE,16-400
Classe c,Mercedes, 23.06.2023, POLOGNE,58 903 €,ESSENCE,144 840 KM,2017,AUTOMATIQUE,16-400
Touran,Volkswagen, 27.06.2023, POLOGNE,10 372 €,DIESEL,229 593 KM,2013,AUTOMATIQUE,16-400
Mondeo,Ford, 27.06.2023, POLOGNE,1 247 €,ESSENCE,-,2001,AUTOMATIQUE,16-400
Coupe,Mini, 28.06.2023, POLOGNE,8 431 €,ESSENCE,118 900 KM,2012,AUTOMATIQUE,16-400
Classe gla,Mercedes, 29.06.2023, POLOGNE,25 178 €,ESSENCE,38 770 KM,2018,AUTOMATIQUE,16-400
Auris,Toyota, 29.06.2023, POLOGNE,12 682 €,ESSENCE,110 770 KM,2017,MANUELLE,16-400
Tiguan,Volkswagen, 30.06.2023, POLOGNE,8 293 €,DIESEL,270 000 KM,2009,MANUELLE,16-400
Serie 7,Bmw, 05.07.2023, POLOGNE,3 904 €,ESSENCE,331 100 KM,2002,AUTOMATIQUE,16-400
Colt,Mitsubishi, 06.07.2023, POLOGNE,3 373 €,ESSENCE,176 603 KM,2010,MANUELLE,16-400
Tucson,Hyundai, 06.07.2023, POLOGNE,30 006 €,HYBRIDE,19 000 KM,2021,AUTOMATIQUE,16-400
Passat,Volkswagen, 15.07.2023, POLOGNE,7 161 €,DIESEL,300 000 KM,2013,MANUELLE,16-400
Touran,Volkswagen, 19.07.2023, POLOGNE,4 597 €,DIESEL,252 000 KM,2007,MANUELLE,16-400
Fabia,Skoda, 27.07.2023, POLOGNE,8 963 €,ESSENCE,77 000 KM,2019,MANUELLE,16-400
C5x,Citroen, 27.07.2023, POLOGNE,30 884 €,ESSENCE,21 622 KM,2022,AUTOMATIQUE,16-400
Tiguan,Volkswagen, 28.07.2023, POLOGNE,8 755 €,DIESEL,246 700 KM,2010,MANUELLE,16-400
A3 sportback,Audi, 28.07.2023, POLOGNE,5 752 €,DIESEL,252 000 KM,2010,MANUELLE,16-400
Golf,Volkswagen, 01.08.2023, POLOGNE,889 €,ESSENCE,-,1999,MANUELLE,16-400
Classe e,Mercedes, 06.08.2023, POLOGNE,10 741 €,ESSENCE,-,2006,AUTOMATIQUE,16-400
Serie 3 coupe,Bmw, 13.08.2023, POLOGNE,6 930 €,ESSENCE,252 000 KM,2004,AUTOMATIQUE,16-400
A3,Audi, 15.08.2023, POLOGNE,3 673 €,ESSENCE,270 000 KM,2007,MANUELLE,16-400
Corolla,Toyota, 16.08.2023, POLOGNE,38 217 €,HYBRIDE,10 KM,2023,AUTOMATIQUE,16-400
Is,Lexus, 16.08.2023, POLOGNE,26 541 €,ESSENCE,105 089 KM,2018,AUTOMATIQUE,16-400
Aygo,Toyota, 16.08.2023, POLOGNE,10 372 €,ESSENCE,21 381 KM,2019,MANUELLE,16-400
Scudo,Fiat, 19.08.2023, POLOGNE,4 366 €,DIESEL,214 500 KM,2010,MANUELLE,16-400
Classe c,Mercedes, 23.08.2023, POLOGNE,5 752 €,DIESEL,399 000 KM,2008,AUTOMATIQUE,16-400
Mini,Mini, 24.08.2023, POLOGNE,5 775 €,ESSENCE,179 000 KM,2009,AUTOMATIQUE,16-400
A6,Audi, 26.08.2023, POLOGNE,7 507 €,ESSENCE,380 000 KM,1999,MANUELLE,16-400
Aygo x,Toyota, 29.08.2023, POLOGNE,17 994 €,ESSENCE,3 361 KM,2022,MANUELLE,16-400
Aygo x,Toyota, 30.08.2023, POLOGNE,17 994 €,ESSENCE,3 361 KM,2022,MANUELLE,16-400
3008,Peugeot, 30.08.2023, POLOGNE,8 085 €,DIESEL,184 600 KM,2014,MANUELLE,16-400
Grand cherokee,Jeep, 02.09.2023, POLOGNE,31 184 €,DIESEL,203 281 KM,2016,AUTOMATIQUE,16-400
Rav4,Toyota, 02.09.2023, POLOGNE,25 155 €,ESSENCE,73 583 KM,2019,MANUELLE,16-400
Sandero,Dacia, 06.09.2023, POLOGNE,4 135 €,ESSENCE,186 394 KM,2009,MANUELLE,16-400
307 sw,Peugeot, 06.09.2023, POLOGNE,1 709 €,GPL,242 664 KM,2006,MANUELLE,16-400
A6,Audi, 07.09.2023, POLOGNE,15 015 €,DIESEL,329 000 KM,2013,AUTOMATIQUE,16-400
Grandland x,Opel, 09.09.2023, POLOGNE,13 860 €,ESSENCE,61 425 KM,2017,MANUELLE,16-400
Xc60,Volvo, 11.09.2023, POLOGNE,13 375 €,DIESEL,314 000 KM,2012,MANUELLE,16-400
I40,Hyundai, 11.09.2023, POLOGNE,10 141 €,DIESEL,251 485 KM,2013,AUTOMATIQUE,16-400
Forester,Subaru, 12.09.2023, POLOGNE,3 465 €,ESSENCE,302 013 KM,2007,AUTOMATIQUE,16-400
Touran,Volkswagen, 14.09.2023, POLOGNE,3 580 €,DIESEL,264 000 KM,2006,MANUELLE,16-400
A4 avant,Audi, 17.09.2023, POLOGNE,5 290 €,DIESEL,250 300 KM,2006,MANUELLE,16-400
159,Alfa romeo, 18.09.2023, POLOGNE,4 597 €,ESSENCE,245 000 KM,2007,MANUELLE,16-400
Mondeo,Ford, 19.09.2023, POLOGNE,5 082 €,ESSENCE,254 000 KM,2010,MANUELLE,16-400
Fabia,Skoda, 23.09.2023, POLOGNE,4 135 €,ESSENCE,150 000 KM,2010,MANUELLE,16-400
Tiguan,Volkswagen, 23.09.2023, POLOGNE,8 986 €,DIESEL,291 429 KM,2012,MANUELLE,16-400
Tarraco,Seat, 23.09.2023, POLOGNE,23 076 €,ESSENCE,125 965 KM,2019,MANUELLE,16-400
Kona,Hyundai, 27.09.2023, POLOGNE,21 228 €,ESSENCE,43 770 KM,2020,AUTOMATIQUE,16-400
Camry,Toyota, 28.09.2023, POLOGNE,43 866 €,HYBRIDE,7 767 KM,2022,AUTOMATIQUE,16-400
Camry,Toyota, 28.09.2023, POLOGNE,43 866 €,HYBRIDE,7 767 KM,2022,AUTOMATIQUE,16-400
Kuga,Ford, 28.09.2023, POLOGNE,8 200 €,DIESEL,220 000 KM,2010,MANUELLE,16-400
407,Peugeot, 29.09.2023, POLOGNE,3 234 €,DIESEL,134 200 KM,2008,MANUELLE,16-400
V60,Volvo, 30.09.2023, POLOGNE,11 273 €,DIESEL,281 580 KM,2012,MANUELLE,16-400
6 break,Mazda, 03.10.2023, POLOGNE,5 544 €,ESSENCE,237 800 KM,2011,AUTOMATIQUE,16-400
Tiguan,Volkswagen, 04.10.2023, POLOGNE,8 200 €,DIESEL,177 000 KM,2007,MANUELLE,16-400
Golf plus,Volkswagen, 07.10.2023, POLOGNE,2 749 €,DIESEL,280 KM,2005,AUTOMATIQUE,16-400
Focus,Ford, 07.10.2023, POLOGNE,4 597 €,ESSENCE,169 494 KM,2011,MANUELLE,16-400
Classe glc,Mercedes, 07.10.2023, POLOGNE,41 348 €,ESSENCE,56 463 KM,2018,AUTOMATIQUE,16-400
Voyager,Chrysler, 07.10.2023, POLOGNE,1 594 €,DIESEL,278 623 KM,2006,AUTOMATIQUE,16-400
A4,Audi, 09.10.2023, POLOGNE,3 003 €,ESSENCE,317 000 KM,2004,MANUELLE,16-400
159,Alfa romeo, 09.10.2023, POLOGNE,7 623 €,ESSENCE,156 000 KM,2007,MANUELLE,16-400
Leon,Seat, 09.10.2023, POLOGNE,4 158 €,ESSENCE,170 000 KM,2008,MANUELLE,16-400
I30,Hyundai, 10.10.2023, POLOGNE,9 217 €,ESSENCE,135 204 KM,2014,MANUELLE,16-400
Astra,Opel, 11.10.2023, POLOGNE,450 €,DIESEL,308 000 KM,2002,MANUELLE,16-400
Sprinter,Mercedes, 11.10.2023, POLOGNE,8 755 €,DIESEL,248 000 KM,2011,MANUELLE,16-400
Crafter,Volkswagen, 11.10.2023, POLOGNE,6 676 €,DIESEL,290 000 KM,2008,MANUELLE,16-400
X3,Bmw, 12.10.2023, POLOGNE,5 729 €,DIESEL,304 000 KM,2005,MANUELLE,16-400
X6,Bmw, 12.10.2023, POLOGNE,18 456 €,DIESEL,437 000 KM,2013,AUTOMATIQUE,16-400
Serie 5 touring,Bmw, 12.10.2023, POLOGNE,5 521 €,DIESEL,320 000 KM,2005,MANUELLE,16-400
Beetle,Volkswagen, 12.10.2023, POLOGNE,9 910 €,ESSENCE,123 358 KM,2012,MANUELLE,16-400
Zafira,Opel, 13.10.2023, POLOGNE,7 831 €,DIESEL,242 000 KM,2014,MANUELLE,16-400
C5,Citroen, 14.10.2023, POLOGNE,1 617 €,DIESEL,138 000 KM,2007,MANUELLE,16-400
A6,Audi, 14.10.2023, POLOGNE,4 828 €,DIESEL,156 300 KM,1999,MANUELLE,16-400
Kadjar,Renault, 14.10.2023, POLOGNE,17 994 €,ESSENCE,59 581 KM,2018,AUTOMATIQUE,16-400
Corsa,Opel, 17.10.2023, POLOGNE,8 755 €,ESSENCE,156 485 KM,2016,MANUELLE,16-400
I30,Hyundai, 18.10.2023, POLOGNE,29 161 €,ESSENCE,112 000 KM,2015,MANUELLE,16-400
3008,Peugeot, 19.10.2023, POLOGNE,6 676 €,ESSENCE,187 000 KM,2011,MANUELLE,16-400
Octavia,Skoda, 19.10.2023, POLOGNE,2 287 €,DIESEL,306 000 KM,2005,MANUELLE,16-400
Superb,Skoda, 19.10.2023, POLOGNE,23 076 €,DIESEL,187 230 KM,2017,AUTOMATIQUE,16-400
Serie 3 touring,Bmw, 20.10.2023, POLOGNE,4 597 €,DIESEL,312 000 KM,2006,MANUELLE,16-400
Verso-s,Toyota, 20.10.2023, POLOGNE,9 240 €,DIESEL,240 000 KM,2015,MANUELLE,16-400
Ceed,Kia, 20.10.2023, POLOGNE,4 597 €,ESSENCE,126 540 KM,2009,MANUELLE,16-400
Classe c,Mercedes, 21.10.2023, POLOGNE,24 254 €,ESSENCE,150 000 KM,2016,AUTOMATIQUE,16-400
V50,Volvo, 21.10.2023, POLOGNE,3 442 €,DIESEL,282 500 KM,2005,MANUELLE,16-400
A3,Audi, 22.10.2023, POLOGNE,924 €,ESSENCE,283 700 KM,1999,MANUELLE,16-400
A6 avant,Audi, 24.10.2023, POLOGNE,13 398 €,DIESEL,229 678 KM,2012,AUTOMATIQUE,16-400
Rio,Kia, 24.10.2023, POLOGNE,48 311 €,ESSENCE,97 000 KM,2020,AUTOMATIQUE,16-400
Clio grandtour,Renault, 24.10.2023, POLOGNE,9 910 €,ESSENCE,87 035 KM,2016,AUTOMATIQUE,16-400
Golf,Volkswagen, 25.10.2023, POLOGNE,6 214 €,ESSENCE,204 154 KM,2008,MANUELLE,16-400
Q5,Audi, 26.10.2023, POLOGNE,27 719 €,ESSENCE,44 556 KM,2021,AUTOMATIQUE,16-400
Serie 3 touring,Bmw, 26.10.2023, POLOGNE,3 673 €,ESSENCE,331 000 KM,2007,MANUELLE,16-400
Focus,Ford, 27.10.2023, POLOGNE,7 831 €,ESSENCE,217 549 KM,2014,MANUELLE,16-400
C-hr,Toyota, 28.10.2023, POLOGNE,23 769 €,HYBRIDE,54 345 KM,2018,AUTOMATIQUE,16-400
C-hr,Toyota, 28.10.2023, POLOGNE,28 620 €,HYBRIDE,16 713 KM,2021,AUTOMATIQUE,16-400
Qashqai,Nissan, 28.10.2023, POLOGNE,7 831 €,ESSENCE,199 507 KM,2009,MANUELLE,16-400
Golf,Volkswagen, 28.10.2023, POLOGNE,11 087 €,ESSENCE,92 000 KM,2016,AUTOMATIQUE,16-400
Sprinter,Mercedes, 28.10.2023, POLOGNE,1 525 €,DIESEL,376 700 KM,2001,MANUELLE,16-400
I3,Bmw, 29.10.2023, POLOGNE,20 789 €,ELECTRIQUE,25 000 KM,2017,AUTOMATIQUE,16-400
Fabia,Skoda, 31.10.2023, POLOGNE,7 831 €,ESSENCE,106 700 KM,2018,MANUELLE,16-400
Asx,Mitsubishi, 31.10.2023, POLOGNE,14 530 €,ESSENCE,109 375 KM,2017,MANUELLE,16-400
A4,Audi, 01.11.2023, POLOGNE,3 673 €,DIESEL,290 300 KM,2004,MANUELLE,16-400
A6,Audi, 01.11.2023, POLOGNE,13 282 €,DIESEL,322 918 KM,2012,AUTOMATIQUE,16-400
206,Peugeot, 02.11.2023, POLOGNE,2 310 €,ESSENCE,85 043 KM,2001,AUTOMATIQUE,16-400
Superb,Skoda, 03.11.2023, POLOGNE,6 468 €,DIESEL,98 400 KM,2013,MANUELLE,16-400
A4,Audi, 03.11.2023, POLOGNE,5 059 €,DIESEL,283 500 KM,2006,MANUELLE,16-400
Jumper,Citroen, 03.11.2023, POLOGNE,2 033 €,DIESEL,465 775 KM,2005,MANUELLE,16-400
Colt,Mitsubishi, 04.11.2023, POLOGNE,6 930 €,ESSENCE,202 000 KM,1993,MANUELLE,16-400
Focus sw,Ford, 04.11.2023, POLOGNE,7 600 €,ESSENCE,165 394 KM,2011,MANUELLE,16-400
Corsa,Opel, 05.11.2023, POLOGNE,9 910 €,ESSENCE,45 059 KM,2017,MANUELLE,16-400
Octavia combi,Skoda, 05.11.2023, POLOGNE,2 079 €,ESSENCE,306 000 KM,2005,MANUELLE,16-400
Tiguan,Volkswagen, 05.11.2023, POLOGNE,12 127 €,DIESEL,228 394 KM,2012,MANUELLE,16-400
Sienna,Toyota, 06.11.2023, POLOGNE,5 775 €,ESSENCE,228 000 KM,2007,AUTOMATIQUE,16-400
Xc60,Volvo, 06.11.2023, POLOGNE,13 628 €,DIESEL,186 521 KM,2012,MANUELLE,16-400
Mokka,Opel, 07.11.2023, POLOGNE,10 141 €,ESSENCE,199 974 KM,2013,MANUELLE,16-400
A4,Audi, 07.11.2023, POLOGNE,4 481 €,DIESEL,234 400 KM,2007,MANUELLE,16-400
A3,Audi, 07.11.2023, POLOGNE,5 521 €,DIESEL,230 000 KM,2009,MANUELLE,16-400
Outlander,Mitsubishi, 07.11.2023, POLOGNE,9 887 €,ESSENCE,100 984 KM,2010,MANUELLE,16-400
I30,Hyundai, 07.11.2023, POLOGNE,7 969 €,ESSENCE,162 000 KM,2012,MANUELLE,16-400
A3 sportback,Audi, 08.11.2023, POLOGNE,6 191 €,DIESEL,278 000 KM,2008,MANUELLE,16-400
Wrangler,Jeep, 08.11.2023, POLOGNE,54 284 €,DIESEL,16 260 KM,2020,AUTOMATIQUE,16-400
Serie 5 touring,Bmw, 10.11.2023, POLOGNE,3 211 €,DIESEL,354 000 KM,2003,AUTOMATIQUE,16-400
Classe c,Mercedes, 10.11.2023, POLOGNE,44 559 €,ESSENCE,75 600 KM,2009,AUTOMATIQUE,16-400
Passat,Volkswagen, 10.11.2023, POLOGNE,1 802 €,DIESEL,293 000 KM,2005,MANUELLE,16-400
159,Alfa romeo, 10.11.2023, POLOGNE,3 199 €,DIESEL,-,2007,MANUELLE,16-400
Countryman,Mini, 10.11.2023, POLOGNE,9 217 €,ESSENCE,189 124 KM,2012,MANUELLE,16-400
Talisman,Renault, 11.11.2023, POLOGNE,20 674 €,ESSENCE,78 845 KM,2020,AUTOMATIQUE,16-400
Volt,Chevrolet, 11.11.2023, POLOGNE,18 018 €,HYBRIDE,83 315 KM,2018,AUTOMATIQUE,16-400
Fabia,Skoda, 12.11.2023, POLOGNE,1 132 €,GPL,230 000 KM,2007,MANUELLE,16-400
Jetta,Volkswagen, 12.11.2023, POLOGNE,6 144 €,DIESEL,292 000 KM,2012,MANUELLE,16-400
A6,Audi, 13.11.2023, POLOGNE,4 966 €,ESSENCE,290 000 KM,2004,AUTOMATIQUE,16-400
308,Peugeot, 14.11.2023, POLOGNE,6 676 €,DIESEL,220 000 KM,2016,MANUELLE,16-400
Serie 3 touring,Bmw, 14.11.2023, POLOGNE,1 987 €,DIESEL,371 000 KM,2003,MANUELLE,16-400
Serie 5 touring,Bmw, 14.11.2023, POLOGNE,3 904 €,DIESEL,330 000 KM,2005,AUTOMATIQUE,16-400
X3,Bmw, 14.11.2023, POLOGNE,6 583 €,DIESEL,404 000 KM,2007,AUTOMATIQUE,16-400
Serie 3,Bmw, 14.11.2023, POLOGNE,2 887 €,DIESEL,331 000 KM,2002,MANUELLE,16-400
2cv60.6,Citroen, 14.11.2023, POLOGNE,4 620 €,ESSENCE,120 000 KM,1980,MANUELLE,16-400
Mr,Toyota, 14.11.2023, POLOGNE,8 039 €,ESSENCE,209 352 KM,1992,MANUELLE,16-400
Avensis,Toyota, 14.11.2023, POLOGNE,3 118 €,DIESEL,241 740 KM,2006,MANUELLE,16-400
Passat,Volkswagen, 14.11.2023, POLOGNE,831 €,DIESEL,250 000 KM,1999,MANUELLE,16-400
Passat,Volkswagen, 14.11.2023, POLOGNE,1 109 €,DIESEL,248 000 KM,2000,MANUELLE,16-400
Golf,Volkswagen, 14.11.2023, POLOGNE,346 €,ESSENCE,252 000 KM,1998,MANUELLE,16-400
Golf,Volkswagen, 14.11.2023, POLOGNE,10 857 €,ESSENCE,48 000 KM,2017,MANUELLE,16-400
Golf,Volkswagen, 14.11.2023, POLOGNE,10 395 €,ESSENCE,150 000 KM,1982,MANUELLE,16-400
80,Audi, 14.11.2023, POLOGNE,1 270 €,ESSENCE,242 000 KM,1989,MANUELLE,16-400
A3,Audi, 14.11.2023, POLOGNE,6 191 €,DIESEL,278 000 KM,2008,MANUELLE,16-400
A4,Audi, 14.11.2023, POLOGNE,3 788 €,ESSENCE,322 000 KM,2003,MANUELLE,16-400
A4,Audi, 14.11.2023, POLOGNE,4 158 €,ESSENCE,24 460 KM,2005,MANUELLE,16-400
A4,Audi, 14.11.2023, POLOGNE,1 501 €,ESSENCE,330 000 KM,1999,MANUELLE,16-400
Xc60,Volvo, 14.11.2023, POLOGNE,42 734 €,HYBRIDE,30 000 KM,2022,AUTOMATIQUE,16-400
Laguna,Renault, 14.11.2023, POLOGNE,924 €,ESSENCE,300 000 KM,2003,MANUELLE,16-400
