Titre,motclé,tag,tag1,date,upper,information,information7,information8,information9,tag12
"

                              44 814 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 25/03/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
,"JEEP
RENEGADE
2.4",JEEP,RENEGADE, 26/03/2023, RUSSIE,ESSENCE,62 300 KM,2018,AUTOMATIQUE,2.4
"

                              43 353 €  ","HYUNDAI
SANTA FE
1.6",HYUNDAI,SANTA FE, 26/03/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.6
,"MAZDA
CX-5
2.5",MAZDA,CX-5, 26/03/2023, RUSSIE,ESSENCE,162 000 KM,2016,AUTOMATIQUE,2.5
"

                              24 691 €  ","HAVAL
JOLION
1.5",HAVAL,JOLION, 27/03/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
"

                              13 107 €  ","INFINITI
QX56
V8 5.65.6",INFINITI,QX56, 27/03/2023, RUSSIE,ESSENCE,265 000 KM,2006,AUTOMATIQUE,V8 5.6
"

                              14 619 €  ","VOLVO
S60
T52.5",VOLVO,S60, 27/03/2023, RUSSIE,ESSENCE,349 000 KM,2012,AUTOMATIQUE,T5
"

                              11 998 €  ","RENAULT
MASTER
2.5",RENAULT,MASTER, 27/03/2023, RUSSIE,DIESEL,130 000 KM,2006,MANUELLE,2.5
,"LADA
2106
1.6",LADA,2106, 27/03/2023, RUSSIE,ESSENCE,85 000 KM,1986,MANUELLE,1.6
"

                              28 734 €  ","TOYOTA
SIENNA
V6 3.5",TOYOTA,SIENNA, 27/03/2023, RUSSIE,ESSENCE,24 312 KM,2018,AUTOMATIQUE,V6 3.5
,"HYUNDAI
STAREX
2.5",HYUNDAI,STAREX, 27/03/2023, RUSSIE,DIESEL,158 000 KM,2017,AUTOMATIQUE,2.5
,"BENTLEY
CONTINENTAL GT
W12 6.0",BENTLEY,CONTINENTAL GT, 28/03/2023, RUSSIE,ESSENCE,100 444 KM,2008,AUTOMATIQUE,W12 6.0
"

                              2 016 €  ","FORD
TRANSIT
2.5",FORD,TRANSIT, 28/03/2023, RUSSIE,DIESEL,368 104 KM,1995,MANUELLE,2.5
"

                              161 211 €  ","BMW
X7
XDRIVE40I",BMW,X7, 28/03/2023, RUSSIE,ESSENCE,26 KM,2022,AUTOMATIQUE,XDRIVE40I
"

                              18 148 €  ","BMW
SERIE 5
530",BMW,SERIE 5, 28/03/2023, RUSSIE,DIESEL,176 000 KM,2009,AUTOMATIQUE,530
,"TOYOTA
COROLLA
2.2",TOYOTA,COROLLA, 28/03/2023, RUSSIE,DIESEL,400 000 KM,2002,AUTOMATIQUE,2.2
"

                              10 586 €  ","TOYOTA
4RUNNER
2.5",TOYOTA,4RUNNER, 28/03/2023, RUSSIE,DIESEL,280 000 KM,1994,AUTOMATIQUE,2.5
"

                              17 089 €  ","CHRYSLER
300C
V6 3.5",CHRYSLER,300C, 29/03/2023, RUSSIE,ESSENCE,162 000 KM,2008,AUTOMATIQUE,V6 3.5
,"CHANGAN
CS95
2.0",CHANGAN,CS95, 29/03/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
,"MITSUBISHI
PAJERO
V6 3.0",MITSUBISHI,PAJERO, 29/03/2023, RUSSIE,ESSENCE,180 000 KM,2011,AUTOMATIQUE,V6 3.0
"

                              655 €  ","MOSKVICH
2141",MOSKVICH,2141, 29/03/2023, RUSSIE,ESSENCE,250 000 KM,1991,MANUELLE,
﻿"

                              33 271 €  ","TOYOTA
HILUX
2.8",TOYOTA,HILUX, 29/03/2023, RUSSIE,DIESEL,260 000 KM,2017,AUTOMATIQUE,2.8
,"LADA
2107
1.6",LADA,2107, 29/03/2023, RUSSIE,ESSENCE,1 000 KM,2003,MANUELLE,1.6
,"LADA
4X4",LADA,4X4, 29/03/2023, RUSSIE,ESSENCE,10 KM,2023,MANUELLE,
"

                              37 303 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 29/03/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.5
"

                              37 303 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 29/03/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              46 678 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 29/03/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              23 288 €  ","CHANGAN
CS35",CHANGAN,CS35, 30/03/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,
,"SUZUKI
VITARA
1.6",SUZUKI,VITARA, 30/03/2023, RUSSIE,ESSENCE,77 000 KM,2019,AUTOMATIQUE,1.6
"

                              46 478 €  ","SKODA
KAROQ",SKODA,KAROQ, 30/03/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,
,"BMW
X5
30I",BMW,X5, 30/03/2023, RUSSIE,ESSENCE,114 800 KM,2008,AUTOMATIQUE,30I
"

                              52 406 €  ","HYUNDAI
STARIA
2.2",HYUNDAI,STARIA, 30/03/2023, RUSSIE,DIESEL,16 000 KM,2021,AUTOMATIQUE,2.2
,"MERCEDES
CLASSE E
2002.0",MERCEDES,CLASSE E, 30/03/2023, RUSSIE,ESSENCE,300 000 KM,1992,MANUELLE,200
"

                              18 621 €  ","BMW
SERIE 2
216",BMW,SERIE 2, 30/03/2023, RUSSIE,DIESEL,140 000 KM,2017,AUTOMATIQUE,216
,"MERCEDES
CLASSE E
E 240",MERCEDES,CLASSE E, 30/03/2023, RUSSIE,ESSENCE,290 000 KM,2004,AUTOMATIQUE,E 240
,"TOYOTA
ARISTO
V6 3.0",TOYOTA,ARISTO, 30/03/2023, RUSSIE,ESSENCE,120 000 KM,1992,AUTOMATIQUE,V6 3.0
,"LADA
SAMARA
1.5",LADA,SAMARA, 30/03/2023, RUSSIE,ESSENCE,316 891 KM,2003,MANUELLE,1.5
"

                              13 107 €  ","LEXUS
RX 350V6 3.5",LEXUS,RX 350V6 3.5, 31/03/2023, RUSSIE,ESSENCE,250 000 KM,2006,AUTOMATIQUE,RX 350
"

                              4 476 €  ","RENAULT
LOGAN
1.6",RENAULT,LOGAN, 31/03/2023, RUSSIE,ESSENCE,150 000 KM,2012,MANUELLE,1.6
"

                              3 277 €  ","FORD
MONDEO
2.0",FORD,MONDEO, 31/03/2023, RUSSIE,DIESEL,210 000 KM,2002,MANUELLE,2.0
,"MERCEDES
CLASSE V
V 2504MATIC",MERCEDES,CLASSE V, 31/03/2023, RUSSIE,DIESEL,178 511 KM,2015,AUTOMATIQUE,V 250
"

                              13 611 €  ","MERCEDES
CLASSE C
C 180",MERCEDES,CLASSE C, 31/03/2023, RUSSIE,ESSENCE,140 000 KM,2012,AUTOMATIQUE,C 180
,"MERCEDES
SPRINTER
2.2",MERCEDES,SPRINTER, 31/03/2023, RUSSIE,DIESEL,200 000 KM,2008,MANUELLE,2.2
"

                              32 765 €  ","KIA
K5
2.0",KIA,K5, 31/03/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
"

                              4 486 €  ","AUDI
A6
V6 2.8QUATTRO",AUDI,A6, 01/04/2023, RUSSIE,ESSENCE,454 143 KM,1999,MANUELLE,V6 2.8
"

                              5 596 €  ","SUBARU
IMPREZA
WRX2.0",SUBARU,IMPREZA, 01/04/2023, RUSSIE,ESSENCE,200 000 KM,2001,MANUELLE,WRX
"

                              5 545 €  ","UAZ
PATRIOT
2.7",UAZ,PATRIOT, 01/04/2023, RUSSIE,ESSENCE,130 000 KM,2014,MANUELLE,2.7
"

                              9 568 €  ","SUZUKI
GRAND VITARA
2.4",SUZUKI,GRAND VITARA, 01/04/2023, RUSSIE,ESSENCE,236 000 KM,2010,AUTOMATIQUE,2.4
"

                              16 635 €  ","RENAULT
DUSTER
1.5",RENAULT,DUSTER, 01/04/2023, RUSSIE,DIESEL,75 725 KM,2020,MANUELLE,1.5
"

                              7 259 €  ","CHEVROLET
CRUZE
1.6",CHEVROLET,CRUZE, 01/04/2023, RUSSIE,ESSENCE,170 000 KM,2012,MANUELLE,1.6
"

                              31 758 €  ","MERCEDES
CLASSE G
G 55 AMG4MATIC",MERCEDES,CLASSE G, 01/04/2023, RUSSIE,ESSENCE,148 000 KM,2007,AUTOMATIQUE,G 55 AMG
,"KIA
CARENS
1.8EX",KIA,CARENS, 01/04/2023, RUSSIE,ESSENCE,181 731 KM,2004,AUTOMATIQUE,1.8
,"KIA
STINGER
2.0GT",KIA,STINGER, 01/04/2023, RUSSIE,ESSENCE,52 000 KM,2022,AUTOMATIQUE,2.0
,"LADA
4X4",LADA,4X4, 01/04/2023, RUSSIE,ESSENCE,41 707 KM,2019,MANUELLE,
,"TOYOTA
PRADO
2.8",TOYOTA,PRADO, 01/04/2023, RUSSIE,DIESEL,175 000 KM,2013,AUTOMATIQUE,2.8
,"GAZ
69",GAZ,69, 02/04/2023, RUSSIE,ESSENCE,22 000 KM,1972,MANUELLE,
,"AUDI
R8
V8 4.2QUATTRO",AUDI,R8, 02/04/2023, RUSSIE,ESSENCE,105 000 KM,2008,AUTOMATIQUE,V8 4.2
"

                              97 795 €  ","LEXUS
RX 350",LEXUS,RX 350, 02/04/2023, RUSSIE,ESSENCE,26 KM,2022,AUTOMATIQUE,RX 350
"

                              27 221 €  ","DODGE
CHALLENGER
V6 3.6",DODGE,CHALLENGER, 02/04/2023, RUSSIE,ESSENCE,115 000 KM,2018,AUTOMATIQUE,V6 3.6
,"RENAULT
SCENIC
1.6",RENAULT,SCENIC, 02/04/2023, RUSSIE,ESSENCE,190 000 KM,2011,MANUELLE,1.6
"

                              4 991 €  ","FORD
FOCUS
1.6",FORD,FOCUS, 02/04/2023, RUSSIE,ESSENCE,134 430 KM,2009,AUTOMATIQUE,1.6
"

                              42 344 €  ","MERCEDES
CLASSE S
S 3504MATIC",MERCEDES,CLASSE S, 02/04/2023, RUSSIE,DIESEL,107 000 KM,2014,AUTOMATIQUE,S 350
,"TOYOTA
CAMRY
V6 3.5",TOYOTA,CAMRY, 02/04/2023, RUSSIE,ESSENCE,66 000 KM,2018,AUTOMATIQUE,V6 3.5
"

                              23 189 €  ","TOYOTA
LAND CRUISER",TOYOTA,LAND CRUISER, 02/04/2023, RUSSIE,ESSENCE,250 000 KM,1997,AUTOMATIQUE,
,"UAZ
3962",UAZ,3962, 03/04/2023, RUSSIE,ESSENCE,1 000 KM,2001,MANUELLE,
,"SUZUKI
JIMNY
1.3",SUZUKI,JIMNY, 03/04/2023, RUSSIE,ESSENCE,179 856 KM,2012,MANUELLE,1.3
"

                              31 244 €  ","LAND ROVER
RANGE ROVER SPORT
3.0AWD",LAND ROVER,RANGE ROVER SPORT, 03/04/2023, RUSSIE,DIESEL,275 010 KM,2014,AUTOMATIQUE,3.0
,"RENAULT
LOGAN
1.4",RENAULT,LOGAN, 03/04/2023, RUSSIE,ESSENCE,34 500 KM,2010,MANUELLE,1.4
,"MERCEDES
CLASSE S
S 3204MATIC",MERCEDES,CLASSE S, 03/04/2023, RUSSIE,DIESEL,140 000 KM,2007,AUTOMATIQUE,S 320
"

                              48 696 €  ","TOYOTA
HILUX
2.4",TOYOTA,HILUX, 03/04/2023, RUSSIE,DIESEL,10 KM,2022,MANUELLE,2.4
,"LADA
GRANTA
1.6",LADA,GRANTA, 03/04/2023, RUSSIE,ESSENCE,155 000 KM,2018,MANUELLE,1.6
,"LADA
GRANTA
1.6",LADA,GRANTA, 03/04/2023, RUSSIE,ESSENCE,200 000 KM,2012,MANUELLE,1.6
"

                              11 383 €  ","LEXUS
GS 450HV6 3.5",LEXUS,GS 450HV6 3.5, 04/04/2023, RUSSIE,HYBRIDE,160 530 KM,2007,AUTOMATIQUE,GS 450H
"

                              201 529 €  ","LAND ROVER
RANGE ROVER SPORT
P4003.0AWD",LAND ROVER,RANGE ROVER SPORT, 04/04/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,P400
"

                              14 899 €  ","SKODA
OCTAVIA
1.4",SKODA,OCTAVIA, 04/04/2023, RUSSIE,ESSENCE,206 900 KM,2014,AUTOMATIQUE,1.4
,"RENAULT
DUSTER
2.0",RENAULT,DUSTER, 04/04/2023, RUSSIE,ESSENCE,20 000 KM,2021,MANUELLE,2.0
,"BMW
SERIE 5
520",BMW,SERIE 5, 04/04/2023, RUSSIE,DIESEL,200 000 KM,2015,AUTOMATIQUE,520
,"BMW
X1
XDRIVE 20D2.0",BMW,X1, 04/04/2023, RUSSIE,DIESEL,158 000 KM,2012,AUTOMATIQUE,XDRIVE 20D
"

                              11 090 €  ","HONDA
FREED
1.5",HONDA,FREED, 04/04/2023, RUSSIE,ESSENCE,108 000 KM,2012,AUTOMATIQUE,1.5
"

                              5 031 €  ","KIA
PICANTO
1.1",KIA,PICANTO, 04/04/2023, RUSSIE,ESSENCE,92 626 KM,2010,AUTOMATIQUE,1.1
"

                              36 546 €  ","KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 04/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
,"ALFA ROMEO
156
2.0",ALFA ROMEO,156, 05/04/2023, RUSSIE,ESSENCE,150 000 KM,2000,MANUELLE,2.0
,"OPEL
ANTARA
2.2",OPEL,ANTARA, 05/04/2023, RUSSIE,DIESEL,126 000 KM,2013,AUTOMATIQUE,2.2
,"FORD
FOCUS
1.0",FORD,FOCUS, 05/04/2023, RUSSIE,ESSENCE,83 000 KM,2018,AUTOMATIQUE,1.0
"

                              23 189 €  ","FORD
PUMA
1.0",FORD,PUMA, 05/04/2023, RUSSIE,ESSENCE,20 000 KM,2020,MANUELLE,1.0
,"HONDA
STREAM
1.7",HONDA,STREAM, 05/04/2023, RUSSIE,ESSENCE,350 000 KM,2001,AUTOMATIQUE,1.7
,"VOLKSWAGEN
PASSAT
1.8",VOLKSWAGEN,PASSAT, 05/04/2023, RUSSIE,ESSENCE,310 631 KM,1991,MANUELLE,1.8
"

                              14 115 €  ","TOYOTA
PRIUS C
1.5",TOYOTA,PRIUS C, 05/04/2023, RUSSIE,HYBRIDE,57 588 KM,2018,AUTOMATIQUE,1.5
"

                              36 275 €  ","HYUNDAI
SANTA FE
2.4",HYUNDAI,SANTA FE, 05/04/2023, RUSSIE,ESSENCE,28 300 KM,2020,AUTOMATIQUE,2.4
"

                              65 533 €  ","VOLVO
XC90
T52.0",VOLVO,XC90, 06/04/2023, RUSSIE,ESSENCE,33 500 KM,2021,AUTOMATIQUE,T5
"

                              30 648 €  ","CHERY
TIGGO
1.5",CHERY,TIGGO, 06/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
"

                              29 136 €  ","CHERY
TIGGO
1.5",CHERY,TIGGO, 06/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
"

                              10 082 €  ","UAZ
31514",UAZ,31514, 06/04/2023, RUSSIE,ESSENCE,100 000 KM,1996,MANUELLE,
,"LAND ROVER
DISCOVERY
D2503.0AWD",LAND ROVER,DISCOVERY, 06/04/2023, RUSSIE,DIESEL,10 KM,2020,AUTOMATIQUE,D250
,"LADA
4X4",LADA,4X4, 06/04/2023, RUSSIE,ESSENCE,63 000 KM,2016,MANUELLE,
,"KIA
SORENTO
2.5",KIA,SORENTO, 06/04/2023, RUSSIE,ESSENCE,40 000 KM,2021,AUTOMATIQUE,2.5
"

                              12 098 €  ","SUBARU
IMPREZA
WRX STI2.5",SUBARU,IMPREZA, 07/04/2023, RUSSIE,ESSENCE,235 400 KM,2008,MANUELLE,WRX STI
"

                              73 599 €  ","GENESIS
GV80",GENESIS,GV80, 07/04/2023, RUSSIE,DIESEL,44 976 KM,2021,AUTOMATIQUE,
"

                              53 223 €  ","VOLVO
XC90
2.0",VOLVO,XC90, 07/04/2023, RUSSIE,DIESEL,47 188 KM,2019,AUTOMATIQUE,2.0
"

                              15 425 €  ","FORD
EDGE
V6 3.5",FORD,EDGE, 07/04/2023, RUSSIE,ESSENCE,189 748 KM,2014,AUTOMATIQUE,V6 3.5
"

                              39 824 €  ","MITSUBISHI
MONTERO
V6 3.0ES SPORT",MITSUBISHI,MONTERO, 07/04/2023, RUSSIE,ESSENCE,41 KM,2022,AUTOMATIQUE,V6 3.0
"

                              4 789 €  ","FORD
ESCAPE
V6 3.0",FORD,ESCAPE, 07/04/2023, RUSSIE,ESSENCE,260 000 KM,2004,AUTOMATIQUE,V6 3.0
"

                              32 262 €  ","NISSAN
MURANO
V6 3.54X4",NISSAN,MURANO, 07/04/2023, RUSSIE,ESSENCE,14 900 KM,2021,AUTOMATIQUE,V6 3.5
,"VOLKSWAGEN
TRANSPORTER
2.4",VOLKSWAGEN,TRANSPORTER, 07/04/2023, RUSSIE,DIESEL,400 000 KM,1995,MANUELLE,2.4
"

                              26 919 €  ","BMW
SERIE 2
218",BMW,SERIE 2, 07/04/2023, RUSSIE,ESSENCE,37 000 KM,2020,AUTOMATIQUE,218
"

                              45 268 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 07/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.5
"

                              2 521 €  ","LADA
4X4",LADA,4X4, 07/04/2023, RUSSIE,ESSENCE,139 000 KM,2003,MANUELLE,
,"OPEL
ASTRA
1.6",OPEL,ASTRA, 08/04/2023, RUSSIE,ESSENCE,160 000 KM,2010,MANUELLE,1.6
"

                              8 620 €  ","HONDA
N-WGN",HONDA,N-WGN, 08/04/2023, RUSSIE,ESSENCE,45 000 KM,2017,AUTOMATIQUE,
"

                              23 592 €  ","BMW
SERIE 3
320I XDRIVE2.0",BMW,SERIE 3, 08/04/2023, RUSSIE,ESSENCE,100 000 KM,2017,AUTOMATIQUE,320I XDRIVE
"

                              51 922 €  ","TOYOTA
AVALON
2.5",TOYOTA,AVALON, 08/04/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              45 268 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 08/04/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
,"LADA
2112
1.6",LADA,2112, 08/04/2023, RUSSIE,ESSENCE,190 000 KM,2007,MANUELLE,1.6
,"LADA
4X4",LADA,4X4, 08/04/2023, RUSSIE,ESSENCE,185 000 KM,2001,MANUELLE,
,"KIA
MOHAVE
V6 3.0",KIA,MOHAVE, 08/04/2023, RUSSIE,DIESEL,10 KM,2022,AUTOMATIQUE,V6 3.0
,"LADA
GRANTA
1.6",LADA,GRANTA, 08/04/2023, RUSSIE,ESSENCE,5 000 KM,2021,MANUELLE,1.6
,"KIA
CEED
1.6PREMIUM",KIA,CEED, 08/04/2023, RUSSIE,ESSENCE,149 000 KM,2015,AUTOMATIQUE,1.6
,"LADA
2104
1.5",LADA,2104, 08/04/2023, RUSSIE,ESSENCE,65 850 KM,2007,MANUELLE,1.5
"

                              1 905 €  ","LADA
SAMARA
1.3",LADA,SAMARA, 08/04/2023, RUSSIE,ESSENCE,79 123 KM,1987,MANUELLE,1.3
"

                              27 724 €  ","CHANGAN
CS75
1.8",CHANGAN,CS75, 09/04/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.8
,"SUZUKI
SWIFT
1.2",SUZUKI,SWIFT, 09/04/2023, RUSSIE,ESSENCE,84 000 KM,2011,AUTOMATIQUE,1.2
"

                              11 786 €  ","RENAULT
SANDERO
1.6",RENAULT,SANDERO, 09/04/2023, RUSSIE,ESSENCE,82 918 KM,2018,AUTOMATIQUE,1.6
,"MITSUBISHI
PAJERO
3.2",MITSUBISHI,PAJERO, 09/04/2023, RUSSIE,DIESEL,216 000 KM,2008,AUTOMATIQUE,3.2
"

                              31 758 €  ","BMW
SERIE 4
430I XDRIVE2.0",BMW,SERIE 4, 09/04/2023, RUSSIE,ESSENCE,95 408 KM,2018,AUTOMATIQUE,430I XDRIVE
,"AUDI
Q7
V6 3.0QUATTRO",AUDI,Q7, 10/04/2023, RUSSIE,ESSENCE,187 000 KM,2010,AUTOMATIQUE,V6 3.0
,"ZAZ
ZAZ 968",ZAZ,ZAZ 968, 10/04/2023, RUSSIE,ESSENCE,30 862 KM,1993,MANUELLE,
,"UAZ
31514",UAZ,31514, 10/04/2023, RUSSIE,ESSENCE,23 770 KM,1996,MANUELLE,
,"PEUGEOT
BOXER
2.2",PEUGEOT,BOXER, 10/04/2023, RUSSIE,DIESEL,200 000 KM,2011,MANUELLE,2.2
"

                              7 864 €  ","UAZ
PATRIOT
2.7",UAZ,PATRIOT, 10/04/2023, RUSSIE,ESSENCE,170 000 KM,2015,MANUELLE,2.7
,"CITROEN
C5
1.6",CITROEN,C5, 10/04/2023, RUSSIE,ESSENCE,160 000 KM,2013,AUTOMATIQUE,1.6
"

                              9 477 €  ","MITSUBISHI
OUTLANDER
2.04X4",MITSUBISHI,OUTLANDER, 10/04/2023, RUSSIE,ESSENCE,186 415 KM,2010,AUTOMATIQUE,2.0
"

                              33 775 €  ","MITSUBISHI
LANCER EVOLUTION",MITSUBISHI,LANCER EVOLUTION, 10/04/2023, RUSSIE,ESSENCE,310 000 KM,2005,MANUELLE,
,"MERCEDES
CLASSE E
E 2002.0",MERCEDES,CLASSE E, 10/04/2023, RUSSIE,ESSENCE,392 700 KM,1996,MANUELLE,E 200
"

                              63 305 €  ","MERCEDES
CLASSE V
V 300",MERCEDES,CLASSE V, 10/04/2023, RUSSIE,DIESEL,67 000 KM,2019,AUTOMATIQUE,V 300
"

                              18 932 €  ","VOLKSWAGEN
PASSAT
1.4",VOLKSWAGEN,PASSAT, 10/04/2023, RUSSIE,ESSENCE,100 000 KM,2017,AUTOMATIQUE,1.4
,"VOLKSWAGEN
EOS
2.0",VOLKSWAGEN,EOS, 10/04/2023, RUSSIE,ESSENCE,57 500 KM,2006,MANUELLE,2.0
,"TOYOTA
RAV4
2.0",TOYOTA,RAV4, 10/04/2023, RUSSIE,ESSENCE,23 000 KM,2021,AUTOMATIQUE,2.0
"

                              43 958 €  ","AUDI
TT
2.0",AUDI,TT, 11/04/2023, RUSSIE,ESSENCE,38 587 KM,2019,AUTOMATIQUE,2.0
"

                              17 442 €  ","SUZUKI
DZIRE
1.2",SUZUKI,DZIRE, 11/04/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.2
"

                              77 631 €  ","LAND ROVER
RANGE ROVER SPORT
3.0AWD",LAND ROVER,RANGE ROVER SPORT, 11/04/2023, RUSSIE,DIESEL,68 000 KM,2018,AUTOMATIQUE,3.0
"

                              2 873 €  ","OPEL
VECTRA
1.8",OPEL,VECTRA, 11/04/2023, RUSSIE,ESSENCE,198 882 KM,2004,MANUELLE,1.8
"

                              4 789 €  ","FORD
TOURNEO CONNECT
1.8",FORD,TOURNEO CONNECT, 11/04/2023, RUSSIE,DIESEL,250 000 KM,2008,MANUELLE,1.8
,"RENAULT
KADJAR
1.5",RENAULT,KADJAR, 11/04/2023, RUSSIE,DIESEL,128 800 KM,2019,AUTOMATIQUE,1.5
,"RENAULT
FLUENCE
1.6",RENAULT,FLUENCE, 11/04/2023, RUSSIE,ESSENCE,160 000 KM,2012,AUTOMATIQUE,1.6
"

                              6 452 €  ","RENAULT
LOGAN
1.6",RENAULT,LOGAN, 11/04/2023, RUSSIE,ESSENCE,175 000 KM,2014,MANUELLE,1.6
,"MERCEDES
CLASSE E
E 2002.0",MERCEDES,CLASSE E, 11/04/2023, RUSSIE,ESSENCE,174 900 KM,2013,AUTOMATIQUE,E 200
"

                              11 594 €  ","HYUNDAI
SOLARIS
1.6",HYUNDAI,SOLARIS, 11/04/2023, RUSSIE,ESSENCE,76 000 KM,2018,AUTOMATIQUE,1.6
"

                              179 208 €  ","MERCEDES
GLS 634MATIC",MERCEDES,GLS 634MATIC, 11/04/2023, RUSSIE,ESSENCE,34 405 KM,2021,AUTOMATIQUE,GLS 63
"

                              35 287 €  ","KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 11/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
"

                              35 287 €  ","VOLKSWAGEN
ATLAS CROSS SPORT
2.0CROSS",VOLKSWAGEN,ATLAS CROSS SPORT, 11/04/2023, RUSSIE,ESSENCE,77 900 KM,2019,AUTOMATIQUE,2.0
,"TOYOTA
AVENSIS
2.0",TOYOTA,AVENSIS, 11/04/2023, RUSSIE,DIESEL,218 000 KM,2006,MANUELLE,2.0
"

                              39 118 €  ","TOYOTA
COROLLA
1.8",TOYOTA,COROLLA, 11/04/2023, RUSSIE,-,10 KM,2022,AUTOMATIQUE,1.8
"

                              17 341 €  ","TOYOTA
PRADO
3.0",TOYOTA,PRADO, 11/04/2023, RUSSIE,DIESEL,374 000 KM,2007,AUTOMATIQUE,3.0
,"GAZ
GAZELLE
2.8",GAZ,GAZELLE, 12/04/2023, RUSSIE,DIESEL,240 000 KM,2014,MANUELLE,2.8
"

                              30 740 €  ","VOLVO
V90 CROSS COUNTRY
D42.0AWD",VOLVO,V90 CROSS COUNTRY, 12/04/2023, RUSSIE,DIESEL,200 000 KM,2018,AUTOMATIQUE,D4
"

                              13 611 €  ","LEXUS
LS
V8 4.6",LEXUS,LS, 12/04/2023, RUSSIE,ESSENCE,248 000 KM,2007,AUTOMATIQUE,V8 4.6
"

                              80 152 €  ","LEXUS
LX 570V8 5.7",LEXUS,LX 570V8 5.7, 12/04/2023, RUSSIE,ESSENCE,92 000 KM,2016,AUTOMATIQUE,LX 570
"

                              35 287 €  ","DODGE
CHALLENGER
V6 3.6",DODGE,CHALLENGER, 12/04/2023, RUSSIE,ESSENCE,10 000 KM,2021,AUTOMATIQUE,V6 3.6
"

                              28 230 €  ","LEXUS
UX 2002.0",LEXUS,UX 2002.0, 12/04/2023, RUSSIE,ESSENCE,65 000 KM,2019,AUTOMATIQUE,UX 200
"

                              13 419 €  ","UAZ
HUNTER
2.7",UAZ,HUNTER, 12/04/2023, RUSSIE,ESSENCE,10 KM,2023,MANUELLE,2.7
"

                              6 452 €  ","NISSAN
TIIDA
1.6",NISSAN,TIIDA, 12/04/2023, RUSSIE,ESSENCE,170 000 KM,2011,AUTOMATIQUE,1.6
,"MERCEDES
CLASSE E
E 2202.04MATIC",MERCEDES,CLASSE E, 12/04/2023, RUSSIE,DIESEL,98 000 KM,2021,AUTOMATIQUE,E 220
"

                              14 115 €  ","MERCEDES
CLASSE A
A 1801.6",MERCEDES,CLASSE A, 12/04/2023, RUSSIE,ESSENCE,112 156 KM,2013,AUTOMATIQUE,A 180
"

                              5 747 €  ","OPEL
ASTRA
1.7",OPEL,ASTRA, 12/04/2023, RUSSIE,DIESEL,274 000 KM,2008,MANUELLE,1.7
"

                              40 328 €  ","PEUGEOT
BOXER
2.2",PEUGEOT,BOXER, 13/04/2023, RUSSIE,DIESEL,42 000 KM,2021,MANUELLE,2.2
,"TESLA
MODEL S
90DAWD",TESLA,MODEL S, 13/04/2023, RUSSIE,ELECTRIQUE,90 103 KM,2016,AUTOMATIQUE,90D
"

                              22 180 €  ","UAZ
PATRIOT
2.7",UAZ,PATRIOT, 13/04/2023, RUSSIE,ESSENCE,62 000 KM,2019,AUTOMATIQUE,2.7
"

                              6 301 €  ","OPEL
ASTRA
1.6",OPEL,ASTRA, 13/04/2023, RUSSIE,ESSENCE,220 700 KM,2011,MANUELLE,1.6
"

                              7 562 €  ","NISSAN
X-TRAIL
2.0X4X4",NISSAN,X-TRAIL, 13/04/2023, RUSSIE,ESSENCE,240 000 KM,2006,AUTOMATIQUE,2.0
