marque,modele,version,prix_initial,prix,date_loc,info
RENAULT,,,13 200,12 500 €,,
BMW,,,10 000,9 700 €,,
OPEL,,,,1 200 €,,
KIA,,,13 800,12 999 €,,
KIA,,,22 150,21 450 €,,
FIAT,,,,11 950 €,,
AUDI,,,,4 500 €,,
KIA,,,22 050,20 950 €,,
HYUNDAI,,,,13 700 €,,
KIA,,,,21 100 €,,
KIA,,,20 150,19 999 €,,
KIA,,,,17 950 €,,
FORD,,,,19 800 €,,
BMW,,,25 890,24 900 €,,
TRABANT,,,,4 300 €,,
KIA,,,,17 900 €,,
FORD,,,26 400,23 999 €,,
FORD,,,16 900,16 990 €,,
FORD,,,16 900,17 750 €,,
KIA,,,,14 999 €,,
HYUNDAI,,,,18 999 €,,
FIAT,,,8 000,7 750 €,,
FIAT,,,,10 999 €,,
SKODA,,,,13 900 €,,
SKODA,,,,13 900 €,,
LAND,ROVER,,,21 600 €,,
KIA,,,,13 600 €,,
HYUNDAI,,,,12 950 €,,
OPEL,,,,2 380 €,,
BMW,,,,19 800 €,,
RENAULT,,,,46 000 €,,
VOLKSWAGEN,,,35 900,31 500 €,,
JEEP,,,45 000,44 500 €,,
AUDI,,,24 900,24 000 €,,
AUDI,,,,24 000 €,,
AUDI,,,3 800,3 500 €,,
IVECO,,,,5 900 €,,
VOLKSWAGEN,,,,10 345 €,,
VOLKSWAGEN,,,,3 000 €,,
IVECO,,,,5 900 €,,
MERCEDES,,,12 900,12 500 €,,
VOLKSWAGEN,,,18 600,17 700 €,,
SUZUKI,,,27 669,26 480 €,,
SUBARU,,,,39 200 €,,
AUDI,,,38 500,29 900 €,,
AUSTIN,,,32 000,23 500 €,,
CITROEN,,,14 500,12 700 €,,
MERCEDES,,,,12 500 €,,
VOLKSWAGEN,,,23 900,23 100 €,,
KIA,,,,15 900 €,,
ROVER,,,11 900,9 900 €,,
MERCEDES,,,42 000,39 000 €,,
CHEVROLET,,,59 000,55 000 €,,
AUDI,,,19 900,19 500 €,,
SUZUKI,,,25 490,25 199 €,,
SMART,,,,8 500 €,,
BMW,,,,22 000 €,,
CITROEN,,,8 990,8 200 €,,
VOLKSWAGEN,,,,12 500 €,,
SUBARU,,,,43 150 €,,
AUDI,,,42 800,39 900 €,,
MAN,TRUCK,,,34 990 €,,
HYUNDAI,,,,6 899 €,,
DACIA,,,,9 500 €,,
NISSAN,,,8 299,8 099 €,,
VOLKSWAGEN,,,,2 900 €,,
RENAULT,,,,3 999 €,,
BMW,,,,6 999 €,,
FORD,,,9 400,8 600 €,,
SKODA,,,,13 900 €,,
KIA,,,,2 500 €,,
BMW,,,,6 999 €,,
SUZUKI,,,,17 500 €,,
FORD,,,8 900,8 600 €,,
VOLKSWAGEN,,,,17 900 €,,
HONDA,,,,6 950 €,,
VOLKSWAGEN,,,,1 800 €,,
VOLKSWAGEN,,,,4 000 €,,
AUDI,,,25 000,24 000 €,,
MERCEDES,,,27 000,25 000 €,,
VOLKSWAGEN,,,,14 000 €,,
MERCEDES,,,11 999,8 999 €,,
TRABANT,,,,10 500 €,,
AUDI,,,7 350,4 799 €,,
BMW,,,14 999,11 100 €,,
VOLKSWAGEN,,,22 450,20 000 €,,
AUDI,,,14 400,13 200 €,,
FIAT,,,,5 000 €,,
OPEL,,,1 500,1 350 €,,
BMW,,,,6 000 €,,
AUDI,,,,42 000 €,,
MERCEDES,,,,12 500 €,,
FIAT,,,,1 650 €,,
FIAT,,,,1 650 €,,
FIAT,,,,1 299 €,,
FIAT,,,,1 300 €,,
VOLKSWAGEN,,,,2 800 €,,
MERCEDES,,,,19 900 €,,
OPEL,,,24 490,21 900 €,,
SKODA,,,,25 750 €,,
MERCEDES,,,39 900,36 900 €,,
OPEL,,,,23 900 €,,
OPEL,,,41 990,33 980 €,,
OPEL,,,22 900,21 490 €,,
OPEL,,,,18 900 €,,
OPEL,,,28 900,23 900 €,,
OPEL,,,32 590,23 900 €,,
SMART,,,13 990,16 490 €,,
SKODA,,,,18 950 €,,
MAZDA,,,19 900,18 900 €,,
AUDI,,,24 490,20 600 €,,
VOLKSWAGEN,,,22 990,19 900 €,,
VOLKSWAGEN,,,22 990,20 490 €,,
NISSAN,,,22 650,21 150 €,,
SKODA,,,,17 490 €,,
SMART,,,15 990,16 490 €,,
MERCEDES,,,,26 900 €,,
MERCEDES,,,,25 900 €,,
HYUNDAI,,,38 170,24 850 €,,
AUDI,,,31 990,25 900 €,,
VOLKSWAGEN,,,22 900,19 999 €,,
SKODA,,,,33 890 €,,
VOLKSWAGEN,,,8 799,7 899 €,,
OPEL,,,35 900,34 480 €,,
FIAT,,,,18 990 €,,
NISSAN,,,29 890,23 950 €,,
SUBARU,,,4 199,2 999 €,,
BMW,,,38 900,34 590 €,,
SKODA,,,,23 950 €,,
OPEL,,,29 890,24 850 €,,
VOLKSWAGEN,,,10 699,8 999 €,,
HONDA,,,2 800,2 400 €,,
FORD,,,,21 890 €,,
FORD,,,,19 790 €,,
OPEL,,,32 700,25 490 €,,
SKODA,,,27 990,25 990 €,,
OPEL,,,31 060,25 950 €,,
MINI,,,28 900,24 500 €,,
AUDI,,,43 490,39 450 €,,
MERCEDES,,,,21 890 €,,
MERCEDES,,,21 890,20 490 €,,
OPEL,,,38 900,32 900 €,,
MERCEDES,,,29 800,25 900 €,,
SKODA,,,,17 490 €,,
HYUNDAI,,,,29 900 €,,
SKODA,,,25 490,22 490 €,,
NISSAN,,,24 590,23 650 €,,
NISSAN,,,18 450,15 490 €,,
NISSAN,,,21 490,18 490 €,,
VOLKSWAGEN,,,7 699,6 999 €,,
HYUNDAI,,,,23 990 €,,
OPEL,,,38 900,32 900 €,,
NISSAN,,,,39 850 €,,
MINI,,,27 900,24 000 €,,
BMW,,,,20 990 €,,
BMW,,,20 990,19 990 €,,
BMW,,,32 490,26 500 €,,
OPEL,,,35 500,32 490 €,,
MERCEDES,,,65 900,57 900 €,,
HYUNDAI,,,22 950,19 900 €,,
HYUNDAI,,,41 450,36 550 €,,
SKODA,,,,25 950 €,,
SKODA,,,,52 490 €,,
SKODA,,,,31 890 €,,
SKODA,,,28 990,25 900 €,,
AUDI,,,44 700,41 900 €,,
HYUNDAI,,,23 850,18 950 €,,
TOYOTA,,,24 990,23 890 €,,
OPEL,,,32 900,31 250 €,,
HYUNDAI,,,15 990,12 850 €,,
NISSAN,,,,18 490 €,,
VOLKSWAGEN,,,,46 000 €,,
AUDI,,,25 900,23 899 €,,
NISSAN,,,8 490,7 990 €,,
BMW,,,20 500,18 900 €,,
FORD,,,14 989,13 699 €,,
FORD,,,,,,
AUDI,,,,37 250 €,,
OPEL,,,41 990,39 490 €,,
BMW,,,39 450,32 750 €,,
BMW,,,,23 500 €,,
HYUNDAI,,,25 940,25 490 €,,
BMW,,,,26 990 €,,
BMW,,,16 890,11 900 €,,
BMW,,,,26 990 €,,
FORD,,,,21 490 €,,
SKODA,,,31 990,29 990 €,,
NISSAN,,,,45 900 €,,
HYUNDAI,,,,25 980 €,,
MINI,,,,21 500 €,,
VOLKSWAGEN,,,,3 990 €,,
OPEL,,,43 900,41 590 €,,
MAZDA,,,,17 490 €,,
HYUNDAI,,,47 290,39 950 €,,
FIAT,,,,8 500 €,,
AUDI,,,28 490,24 490 €,,
AUDI,,,34 950,32 900 €,,
HYUNDAI,,,22 950,21 950 €,,
SKODA,,,,56 990 €,,
MERCEDES,,,23 900,22 900 €,,
NISSAN,,,,22 950 €,,
OPEL,,,29 890,27 900 €,,
FORD,,,,,,
BMW,,,,,,
MERCEDES,,,,68 900 €,,
BMW,,,,26 500 €,,
VOLKSWAGEN,,,,22 990 €,,
FORD,,,,18 750 €,,
BMW,,,22 500,19 890 €,,
NISSAN,,,,23 540 €,,
HYUNDAI,,,17 950,16 840 €,,
HYUNDAI,,,22 950,22 490 €,,
FORD,,,,23 990 €,,
OPEL,,,24 560,22 490 €,,
SKODA,,,30 990,28 900 €,,
BMW,,,,38 900 €,,
NISSAN,,,,21 450 €,,
NISSAN,,,,29 490 €,,
NISSAN,,,,29 990 €,,
SKODA,,,,19 950 €,,
SKODA,,,,18 950 €,,
HYUNDAI,,,22 490,21 950 €,,
HYUNDAI,,,,28 450 €,,
PEUGEOT,,,25 250,24 300 €,,
VOLVO,,,,52 890 €,,
BMW,,,39 900,39 890 €,,
BMW,,,46 900,41 890 €,,
VOLKSWAGEN,,,16 999,14 599 €,,
BMW,,,39 900,39 890 €,,
BMW,,,,,,
VOLKSWAGEN,,,12 999,11 900 €,,
VOLKSWAGEN,,,,12 999 €,,
HYUNDAI,,,26 490,24 590 €,,
SKODA,,,5 799,4 999 €,,
HYUNDAI,,,43 950,37 950 €,,
HYUNDAI,,,,41 580 €,,
HYUNDAI,,,51 460,49 900 €,,
AUDI,,,47 850,46 850 €,,
HYUNDAI,,,17 260,15 950 €,,
BMW,,,,32 500 €,,
HYUNDAI,,,14 990,13 490 €,,
NISSAN,,,42 900,38 850 €,,
AUDI,,,49 950,48 950 €,,
TOYOTA,,,14 590,13 900 €,,
AUDI,,,35 950,33 990 €,,
AUDI,,,41 450,39 950 €,,
HYUNDAI,,,41 510,35 900 €,,
AUDI,,,79 950,75 900 €,,
HYUNDAI,,,61 350,47 520 €,,
AUDI,,,22 299,18 500 €,,
AUDI,,,22 299,18 500 €,,
AUDI,,,,46 790 €,,
VOLKSWAGEN,,,16 499,14 599 €,,
NISSAN,,,,43 510 €,,
NISSAN,,,48 390,44 950 €,,
HYUNDAI,,,7 999,7 499 €,,
BMW,,,68 000,59 950 €,,
AUDI,,,,45 890 €,,
CHEVROLET,,,,5 999 €,,
AUDI,,,21 450,19 490 €,,
MAZDA,,,,24 590 €,,
MINI,,,,18 500 €,,
SKODA,,,14 890,14 390 €,,
BMW,,,,17 490 €,,
HYUNDAI,,,,21 950 €,,
OPEL,,,16 999,14 999 €,,
SKODA,,,27 490,26 490 €,,
HYUNDAI,,,45 990,40 990 €,,
TOYOTA,,,82 460,73 600 €,,
FORD,,,,19 790 €,,
NISSAN,,,,13 790 €,,
NISSAN,,,,27 450 €,,
NISSAN,,,16 490,15 900 €,,
BMW,,,54 999,47 899 €,,
SKODA,,,23 990,23 490 €,,
OPEL,,,,24 800 €,,
OPEL,,,18 990,21 900 €,,
AUDI,,,,45 250 €,,
DACIA,,,,14 950 €,,
SMART,,,4 700,7 500 €,,
VOLKSWAGEN,,,33 750,33 749 €,,
VOLKSWAGEN,,,,33 750 €,,
RENAULT,,,,13 490 €,,
VOLKSWAGEN,,,67 299,61 995 €,,
FERRARI,,,239 900,234 900 €,,
FORD,,,,25 890 €,,
FORD,,,25 890,23 990 €,,
HYUNDAI,,,33 220,27 490 €,,
FORD,,,27 500,26 900 €,,
LEXUS,,,,7 500 €,,
SKODA,,,20 790,19 250 €,,
SKODA,,,,29 490 €,,
FIAT,,,19 999,19 490 €,,
NISSAN,,,,26 950 €,,
FORD,,,,14 995 €,,
FORD,,,,13 890 €,,
FORD,,,,13 890 €,,
SKODA,,,,24 850 €,,
NISSAN,,,,24 950 €,,
VOLKSWAGEN,,,26 990,23 999 €,,
FIAT,,,,14 500 €,,
VOLKSWAGEN,,,40 890,39 890 €,,
HYUNDAI,,,22 620,21 490 €,,
TOYOTA,,,,25 990 €,,
SKODA,,,,29 990 €,,
OPEL,,,,11 348 €,,
AUDI,,,7 000,5 000 €,,
HYUNDAI,,,,15 950 €,,
JAGUAR,,,119 000,99 900 €,,
AUDI,,,,41 980 €,,
HYUNDAI,,,42 270,35 890 €,,
HYUNDAI,,,42 940,35 950 €,,
VOLVO,,,,10 999 €,,
SKODA,,,,18 900 €,,
VOLKSWAGEN,,,,27 980 €,,
AUDI,,,,53 490 €,,
OPEL,,,,24 950 €,,
CUPRA,,,,38 490 €,,
AUDI,,,,47 890 €,,
MERCEDES,,,65 000,60 100 €,,
OPEL,,,,20 490 €,,
BMW,,,48 950,46 950 €,,
VOLKSWAGEN,,,62 900,58 900 €,,
VOLKSWAGEN,,,20 900,19 800 €,,
MERCEDES,,,,83 500 €,,
AUDI,,,,47 890 €,,
HYUNDAI,,,2 799,2 599 €,,
HYUNDAI,,,,15 950 €,,
HYUNDAI,,,42 270,35 890 €,,
AUDI,,,57 999,54 799 €,,
AUDI,,,,30 890 €,,
HYUNDAI,,,,17 490 €,,
HYUNDAI,,,53 820,49 430 €,,
NISSAN,,,,47 770 €,,
HYUNDAI,,,,52 190 €,,
HYUNDAI,,,58 520,57 410 €,,
VOLKSWAGEN,,,15 900,16 900 €,,
HYUNDAI,,,64 070,52 190 €,,
VOLKSWAGEN,,,19 990,18 999 €,,
AUDI,,,40 950,40 350 €,,
SKODA,,,21 990,21 290 €,,
SKODA,,,,30 990 €,,
SKODA,,,,43 490 €,,
SKODA,,,29 490,28 990 €,,
NISSAN,,,,31 950 €,,
NISSAN,,,,49 950 €,,
NISSAN,,,,32 490 €,,
NISSAN,,,,38 850 €,,
BMW,,,21 500,20 900 €,,
BMW,,,14 890,13 900 €,,
HYUNDAI,,,,29 990 €,,
HYUNDAI,,,38 490,31 950 €,,
HYUNDAI,,,,53 840 €,,
HYUNDAI,,,49 850,44 950 €,,
HYUNDAI,,,,19 900 €,,
BMW,,,,,,
HYUNDAI,,,,37 850 €,,
HYUNDAI,,,,37 950 €,,
HYUNDAI,,,48 720,39 890 €,,
HYUNDAI,,,,43 890 €,,
HYUNDAI,,,50 190,37 950 €,,
HYUNDAI,,,54 970,48 540 €,,
HYUNDAI,,,54 620,42 890 €,,
HYUNDAI,,,63 490,55 280 €,,
OPEL,,,,46 500 €,,
OPEL,,,30 900,28 490 €,,
OPEL,,,30 900,29 900 €,,
OPEL,,,37 890,30 900 €,,
OPEL,,,38 500,34 900 €,,
OPEL,,,36 490,33 900 €,,
OPEL,,,38 900,33 900 €,,
MERCEDES,,,,79 900 €,,
TOYOTA,,,20 150,19 820 €,,
NISSAN,,,,48 590 €,,
HYUNDAI,,,18 462,16 490 €,,
HYUNDAI,,,38 490,32 490 €,,
HYUNDAI,,,39 490,37 480 €,,
HYUNDAI,,,52 950,44 980 €,,
HYUNDAI,,,64 220,52 490 €,,
HYUNDAI,,,40 790,28 950 €,,
DACIA,,,,7 290 €,,
BMW,,,,,,
FORD,,,9 700,8 990 €,,
FIAT,,,12 995,12 450 €,,
OPEL,,,,33 900 €,,
SKODA,,,,50 490 €,,
TOYOTA,,,19 750,19 850 €,,
OPEL,,,,27 690 €,,
VOLKSWAGEN,,,20 500,18 900 €,,
BMW,,,,36 900 €,,
TOYOTA,,,,18 490 €,,
MASERATI,,,61 950,54 950 €,,
INFINITI,,,,25 900 €,,
BMW,,,,22 890 €,,
MERCEDES,,,,21 590 €,,
AUDI,,,,49 450 €,,
AUDI,,,,47 450 €,,
NISSAN,,,,15 950 €,,
MERCEDES,,,2 799,2 399 €,,
HYUNDAI,,,13 357,11 490 €,,
HYUNDAI,,,44 540,32 490 €,,
HYUNDAI,,,40 740,29 490 €,,
VOLKSWAGEN,,,13 750,12 500 €,,
FIAT,,,,21 900 €,,
SKODA,,,,45 980 €,,
AUDI,,,,44 750 €,,
VOLKSWAGEN,,,,27 990 €,,
NISSAN,,,,45 350 €,,
VOLKSWAGEN,,,16 495,15 900 €,,
FIAT,,,,13 990 €,,
OPEL,,,,24 800 €,,
OPEL,,,,26 900 €,,
DACIA,,,21 350,20 650 €,,
MAZDA,,,,26 890 €,,
SEAT,,,,28 490 €,,
HYUNDAI,,,,17 990 €,,
SKODA,,,,48 990 €,,
SKODA,,,,39 490 €,,
NISSAN,,,39 490,32 490 €,,
SKODA,,,,37 490 €,,
MINI,,,,21 890 €,,
HYUNDAI,,,,29 890 €,,
BMW,,,,17 590 €,,
BMW,,,,23 890 €,,
BMW,,,,47 500 €,,
BMW,,,51 899,52 900 €,,
HYUNDAI,,,29 890,27 990 €,,
FORD,,,17 900,16 750 €,,
BMW,,,51 899,52 900 €,,
FORD,,,,12 990 €,,
HYUNDAI,,,39 550,37 950 €,,
HYUNDAI,,,40 690,28 950 €,,
HYUNDAI,,,,13 950 €,,
HYUNDAI,,,30 940,29 540 €,,
HYUNDAI,,,25 950,24 950 €,,
HYUNDAI,,,25 490,24 950 €,,
HYUNDAI,,,24 950,23 590 €,,
HYUNDAI,,,,39 850 €,,
HYUNDAI,,,31 290,29 900 €,,
HYUNDAI,,,,31 950 €,,
SEAT,,,14 500,11 900 €,,
HYUNDAI,,,44 950,42 480 €,,
AUDI,,,,1 800 €,,
OPEL,,,,36 590 €,,
SKODA,,,,16 900 €,,
NISSAN,,,,25 950 €,,
VOLKSWAGEN,,,,13 995 €,,
MAZDA,,,,19 490 €,,
HYUNDAI,,,,28 490 €,,
HYUNDAI,,,,28 950 €,,
SKODA,,,27 485,26 990 €,,
SKODA,,,30 985,30 990 €,,
PORSCHE,,,89 990,78 990 €,,
AUDI,,,,53 450 €,,
AUDI,,,,57 450 €,,
BMW,,,,47 500 €,,
MERCEDES,,,,38 490 €,,
BMW,,,,,,
NISSAN,,,29 990,28 990 €,,
VOLKSWAGEN,,,49 490,46 999 €,,
OPEL,,,,33 890 €,,
SKODA,,,7 000,6 500 €,,
SKODA,,,37 990,35 990 €,,
VOLKSWAGEN,,,46 900,46 899 €,,
FORD,,,,18 590 €,,
VOLKSWAGEN,,,15 950,14 890 €,,
VOLKSWAGEN,,,14 995,14 495 €,,
BMW,,,,35 490 €,,
BMW,,,,38 890 €,,
OPEL,,,,33 900 €,,
HYUNDAI,,,31 290,29 900 €,,
BMW,,,,65 900 €,,
KIA,,,,19 890 €,,
CUPRA,,,,33 890 €,,
BMW,,,,32 490 €,,
FORD,,,25 990,24 499 €,,
BMW,,,,74 950 €,,
HYUNDAI,,,61 990,54 150 €,,
FORD,,,71 950,69 999 €,,
FIAT,,,13 999,11 900 €,,
OPEL,,,11 995,11 400 €,,
OPEL,,,,52 730 €,,
NISSAN,,,,44 460 €,,
BMW,,,,,,
AUDI,,,,34 400 €,10.08.2023 ALLEMAGNEDétail,DIESEL133 490 Km2019MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
RENAULT,,,35 900,34 900 €,10.08.2023 ALLEMAGNEDétail,DIESEL234 980 Km2011AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
LADA,,,12 990,9 950 €,10.08.2023 ALLEMAGNEDétail,-241 Km2023AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
SKODA,,,,3 300 €,10.08.2023 ALLEMAGNEDétail,ESSENCE4 325 Km2023AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
MERCEDES,,,,19 500 €,10.08.2023 ALLEMAGNEDétail,-10 Km2023AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
VOLKSWAGEN,,,5 699,5 000 €,10.08.2023 ALLEMAGNEDétail,DIESEL149 500 Km2014MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
BMW,,,,10 500 €,10.08.2023 ALLEMAGNEDétail,ESSENCE25 560 Km2020MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
VOLKSWAGEN,,,5 600,5 000 €,11.08.2023 ALLEMAGNEDétail,ESSENCE109 580 Km2015MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
PEUGEOT,,,,2 700 €,11.08.2023 ALLEMAGNEDétail,DIESEL98 820 Km2017MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
FORD,,,10 900,4 900 €,11.08.2023 ALLEMAGNEDétail,ELECTRIQUE65 Km2023AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
FORD,,,10 900,4 900 €,12.08.2023 ALLEMAGNEDétail,DIESEL142 391 Km2019MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
VOLKSWAGEN,,,16 690,15 900 €,15.08.2023 ALLEMAGNEDétail,ESSENCE10 Km2023MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
VOLKSWAGEN,,,16 900,15 899 €,15.08.2023 ALLEMAGNEDétail,ESSENCE28 239 Km2020AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
VOLKSWAGEN,,,16 900,14 999 €,16.08.2023 ALLEMAGNEDétail,ESSENCE62 888 Km2018MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
SUZUKI,,,6 900,6 700 €,16.08.2023 ALLEMAGNEDétail,ESSENCE19 634 Km2020MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
NISSAN,,,18 900,15 250 €,16.08.2023 ALLEMAGNEDétail,DIESEL61 300 Km2018MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
NISSAN,,,16 999,15 999 €,17.08.2023 ALLEMAGNEDétail,ESSENCE12 155 Km2023AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
HYUNDAI,,,20 250,18 999 €,17.08.2023 ALLEMAGNEDétail,DIESEL208 000 Km2009MANUELLE18528DEVIS ASSURANCEVENDEZ
HYUNDAI,,,15 600,14 999 €,17.08.2023 ALLEMAGNEDétail,ESSENCE43 904 Km2020AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
NISSAN,,,19 390,18 499 €,17.08.2023 ALLEMAGNEDétail,HYBRIDE12 500 Km2023AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
MERCEDES,,,19 500,18 500 €,18.08.2023 ALLEMAGNEDétail,ESSENCE22 840 Km2022MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
BMW,,,17 500,16 900 €,18.08.2023 ALLEMAGNEDétail,ESSENCE212 000 Km1991MANUELLE18528DEVIS ASSURANCEVENDEZ
FIAT,,,,1 200 €,18.08.2023 ALLEMAGNEDétail,ESSENCE36 000 Km2020AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
BMW,,,18 450,17 499 €,19.08.2023 ALLEMAGNEDétail,DIESEL685 Km2023AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
RENAULT,,,13 200,12 500 €,21.08.2023 ALLEMAGNEDétail,ESSENCE63 746 Km2016MANUELLE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
AUDI,,,,34 400 €,09.08.2023 ALLEMAGNEDétail,ESSENCE10 Km2024AUTOMATIQUE18528DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
RENAULT,,,35 900,34 900 €,09.11.2023 FRANCEDétail,ESSENCE68 000 Km1995MANUELLE92400DEVIS ASSURANCEVENDEZ
LADA,,,12 990,9 950 €,,
SKODA,,,,3 300 €,,
MERCEDES,,,,19 500 €,,
VOLKSWAGEN,,,5 699,5 000 €,,
BMW,,,,10 500 €,,
VOLKSWAGEN,,,5 600,5 000 €,,
PEUGEOT,,,,2 700 €,,
FORD,,,10 900,4 900 €,,
FORD,,,10 900,4 900 €,,
VOLKSWAGEN,,,16 690,15 900 €,,
VOLKSWAGEN,,,16 900,15 899 €,,
VOLKSWAGEN,,,16 900,14 999 €,,
SUZUKI,,,6 900,6 700 €,,
NISSAN,,,18 900,15 250 €,,
NISSAN,,,16 999,15 999 €,,
HYUNDAI,,,20 250,18 999 €,,
HYUNDAI,,,15 600,14 999 €,,
NISSAN,,,19 390,18 499 €,,
MERCEDES,,,19 500,18 500 €,,
BMW,,,17 500,16 900 €,,
FIAT,,,,1 200 €,,
BMW,,,18 450,17 499 €,,
RENAULT,,,13 200,12 500 €,,
AUDI,,,,34 400 €,,
RENAULT,,,35 900,34 900 €,,
LADA,,,12 990,9 950 €,,
SKODA,,,,3 300 €,,
MERCEDES,,,,19 500 €,,
VOLKSWAGEN,,,5 699,5 000 €,,
BMW,,,,10 500 €,,
VOLKSWAGEN,,,5 600,5 000 €,,
PEUGEOT,,,,2 700 €,,
FORD,,,10 900,4 900 €,,
FORD,,,10 900,4 900 €,,
VOLKSWAGEN,,,16 690,15 900 €,,
VOLKSWAGEN,,,16 900,15 899 €,,
VOLKSWAGEN,,,16 900,14 999 €,,
SUZUKI,,,6 900,6 700 €,,
NISSAN,,,18 900,15 250 €,,
NISSAN,,,16 999,15 999 €,,
HYUNDAI,,,20 250,18 999 €,,
HYUNDAI,,,15 600,14 999 €,,
NISSAN,,,19 390,18 499 €,,
MERCEDES,,,19 500,18 500 €,,
BMW,,,17 500,16 900 €,,
FIAT,,,,1 200 €,,
BMW,,,18 450,17 499 €,,
RENAULT,,,13 200,12 500 €,,
AUDI,,,,34 400 €,,
RENAULT,,,35 900,34 900 €,,
LADA,,,12 990,9 950 €,,
SKODA,,,,3 300 €,,
MERCEDES,,,,19 500 €,,
VOLKSWAGEN,,,5 699,5 000 €,,
BMW,,,,10 500 €,,
VOLKSWAGEN,,,5 600,5 000 €,,
PEUGEOT,,,,2 700 €,,
FORD,,,10 900,4 900 €,,
FORD,,,10 900,4 900 €,,
VOLKSWAGEN,,,16 690,15 900 €,,
VOLKSWAGEN,,,16 900,15 899 €,,
VOLKSWAGEN,,,16 900,14 999 €,,
SUZUKI,,,6 900,6 700 €,,
NISSAN,,,18 900,15 250 €,,
NISSAN,,,16 999,15 999 €,,
HYUNDAI,,,20 250,18 999 €,,
HYUNDAI,,,15 600,14 999 €,,
NISSAN,,,19 390,18 499 €,,
MERCEDES,,,19 500,18 500 €,,
BMW,,,17 500,16 900 €,,
FIAT,,,,1 200 €,,
BMW,,,18 450,17 499 €,,
RENAULT,,,13 200,12 500 €,,
BMW,,,10 000,9 700 €,,
OPEL,,,,1 200 €,,
KIA,,,13 800,12 999 €,,
KIA,,,22 150,21 450 €,,
FIAT,,,,11 950 €,,
AUDI,,,,4 500 €,,
KIA,,,22 050,20 950 €,,
HYUNDAI,,,,13 700 €,,
KIA,,,,21 100 €,,
KIA,,,20 150,19 999 €,,
KIA,,,,17 950 €,,
FORD,,,,19 800 €,,
BMW,,,25 890,24 900 €,,
TRABANT,,,,4 300 €,,
KIA,,,,17 900 €,,
FORD,,,26 400,23 999 €,,
FORD,,,16 900,16 990 €,,
FORD,,,16 900,17 750 €,,
KIA,,,,14 999 €,,
HYUNDAI,,,,18 999 €,,
FIAT,,,8 000,7 750 €,,
FIAT,,,,10 999 €,,
SKODA,,,,13 900 €,,
SKODA,,,,13 900 €,,
LAND,ROVER,,,21 600 €,,
KIA,,,,13 600 €,,
HYUNDAI,,,,12 950 €,,
OPEL,,,,2 380 €,,
BMW,,,,19 800 €,,
RENAULT,,,,46 000 €,,
VOLKSWAGEN,,,35 900,31 500 €,,
JEEP,,,45 000,44 500 €,,
AUDI,,,24 900,24 000 €,,
AUDI,,,,24 000 €,,
AUDI,,,3 800,3 500 €,,
IVECO,,,,5 900 €,,
VOLKSWAGEN,,,,10 345 €,,
VOLKSWAGEN,,,,3 000 €,,
IVECO,,,,5 900 €,,
MERCEDES,,,12 900,12 500 €,,
VOLKSWAGEN,,,18 600,17 700 €,,
SUZUKI,,,27 669,26 480 €,,
SUBARU,,,,39 200 €,,
AUDI,,,38 500,29 900 €,,
AUSTIN,,,32 000,23 500 €,,
CITROEN,,,14 500,12 700 €,,
MERCEDES,,,,12 500 €,,
VOLKSWAGEN,,,23 900,23 100 €,,
KIA,,,,15 900 €,,
ROVER,,,11 900,9 900 €,,
MERCEDES,,,42 000,39 000 €,,
CHEVROLET,,,59 000,55 000 €,,
