"Car Name" "Car Details" "Car Price"

$313.53 Est. Mo."
"2020 FORD TRANSIT 350 XLT - 1FBAX2C84LKA15188" "Asking price $41,999 price drop $45,999 $4,000 near Columbia, SC 29209 miles driven 100,273 mi avg. miles 25,068 mi/yr condition Used body style Van engine 6 Cyl transmission Automatic drivetrain RWD exterior color Black interior color Gray stock # A15188 vin # 1FBAX2C84LKA15188 History Vehicle Report fuel type Flexible-Fuel features Full Options List" "$ 45,999
$ 41,999

$752.79 Est. Mo."
"2023 MAZDA CX-30 S CARBON EDITION - 3MVDMBCM1PM521556" "Asking price $27,214 near Schaumburg, IL 60195 miles driven 11,644 mi avg. miles 11,644 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Gray interior color Red stock # 521556 vin # 3MVDMBCM1PM521556 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 27,214

$487.78 Est. Mo."
"2017 SUBARU CROSSTREK LIMITED - JF2GPALC9H8265858" "Asking price $17,995 near Knox, IN 46534 miles driven 110,201 mi avg. miles 15,743 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Black stock # 265858 vin # JF2GPALC9H8265858 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 17,995

$322.54 Est. Mo."
"2021 FORD RANGER XLT - 1FTER4EH8MLD40177" "Asking price $31,000 near Russellville, AR 72801 miles driven 42,175 mi avg. miles 14,058 mi/yr condition Used body style Pickup engine 4 Cyl transmission Automatic drivetrain RWD exterior color White interior color Black stock # D40177 vin # 1FTER4EH8MLD40177 History Vehicle Report fuel type Gasoline features Full Options List" "$ 31,000

$555.64 Est. Mo."
"2020 HYUNDAI ACCENT SEL - 3KPC24A65LE119613" "Asking price $16,998 price drop $17,495 $497 near College Park, MD 20740 miles driven 31,342 mi avg. miles 7,835 mi/yr condition Certified Pre-Owned body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Black stock # 119613 vin # 3KPC24A65LE119613 History Vehicle Report avg mileage 36 mpg fuel type Gasoline features Full Options List" "$ 17,495
$ 16,998

$304.67 Est. Mo."
"2012 NISSAN SENTRA - 3N1AB6AP1CL613994" "Asking price $5,999 price drop $6,499 $500 near Salt Lake City, UT 84119 miles driven 156,884 mi avg. miles 13,073 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Black stock # 613994 vin # 3N1AB6AP1CL613994 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 6,499
$ 5,999

$107.53 Est. Mo."
"2021 JEEP RENEGADE JEEPSTER - ZACNJDAB7MPM34892" "Asking price $20,990 near Brevard, NC 28712 miles driven 41,914 mi avg. miles 13,971 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain 4WD exterior color Green interior color Black stock # M34892 vin # ZACNJDAB7MPM34892 History Vehicle Report avg mileage 24 mpg fuel type Gasoline features Full Options List" "$ 20,990

$376.22 Est. Mo."
"2018 GMC TERRAIN SLT - 3GKALVEX8JL307844" "Asking price $17,280 price drop $26,980 $9,700 near Springfield, IL 62703 miles driven 125,068 mi avg. miles 20,844 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Blue interior color Gray stock # 307844 vin # 3GKALVEX8JL307844 History Vehicle Report fuel type Gasoline features Full Options List" "$ 26,980
$ 17,280

$309.73 Est. Mo."
"2021 FORD EDGE SEL - 2FMPK4J94MBA21558" "Asking price $23,988 price drop $25,988 $2,000 near Oak Park, MI 48237 miles driven 51,240 mi avg. miles 17,080 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Burgundy interior color Black stock # A21558 vin # 2FMPK4J94MBA21558 History Vehicle Report fuel type Gasoline features Full Options List" "$ 25,988
$ 23,988

$429.96 Est. Mo."
"2019 LEXUS ES 350 F SPORT - 58ABZ1B1XKU014045" "Asking price $32,999 near Concord, CA 94520 miles driven 46,224 mi avg. miles 9,244 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain FWD stock # 014045 vin # 58ABZ1B1XKU014045 History Vehicle Report avg mileage 25 mpg fuel type Gasoline features Full Options List" "$ 32,999

$591.47 Est. Mo."
"2023 CHEVROLET CAMARO SS 1SS - 1G1FF3D71P0114514" "Asking price $39,595 near Huntington, WV 25704 miles driven 9,847 mi avg. miles 9,847 mi/yr condition Used body style Convertible engine 8 Cyl transmission Automatic drivetrain RWD exterior color Gray interior color Black stock # 114514 vin # 1G1FF3D71P0114514 History Vehicle Report avg mileage 20 mpg fuel type Gasoline features Full Options List" "$ 39,595

$709.70 Est. Mo."
"2019 VOLKSWAGEN ATLAS SE W/TECHNOLOGY R-LINE - 1V2XR2CA5KC564974" "Asking price $28,995 near Post Falls, ID 83854 miles driven 47,657 mi avg. miles 9,531 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color Blue stock # 564974 vin # 1V2XR2CA5KC564974 History Vehicle Report avg mileage 19 mpg fuel type Gasoline features Full Options List" "$ 28,995

$519.71 Est. Mo."
"2022 FORD ESCAPE SE - 1FMCU9G66NUA42426" "Asking price $26,999 near Woodbury, NJ 08096 miles driven 13,887 mi avg. miles 6,943 mi/yr condition Used body style SUV engine 3 Cyl transmission Automatic drivetrain AWD exterior color Blue stock # A42426 vin # 1FMCU9G66NUA42426 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 26,999

$483.93 Est. Mo."
"2013 CHEVROLET AVALANCHE 1500 LT - 3GNMCFE01DG355482" "Asking price $13,500 near Greer, SC 29650 miles driven 195,032 mi avg. miles 17,730 mi/yr condition Used body style SUV engine 8 Cyl transmission Automatic drivetrain RWD exterior color Black stock # 355482 vin # 3GNMCFE01DG355482 History Vehicle Report avg mileage 17 mpg fuel type Flexible-Fuel features Full Options List" "$ 13,500

$241.97 Est. Mo."
"2023 FORD F-150 HYBRID XLT - 1FTFW1ED9PFB15004" "Asking price $56,644 near Norfolk, VA 23518 miles driven 4,921 mi avg. miles 4,921 mi/yr condition Used body style Pickup engine 6 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Black stock # B15004 vin # 1FTFW1ED9PFB15004 History Vehicle Report avg mileage 23 mpg fuel type Hybrid features Full Options List" "$ 56,644

$1015.29 Est. Mo."
"2011 BMW 3 SERIES 328I - WBAPH7G56BNM56105" "Asking price $6,888 near Largo, FL 33773 miles driven 109,427 mi avg. miles 8,417 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain RWD exterior color Silver stock # M56105 vin # WBAPH7G56BNM56105 History Vehicle Report avg mileage 22 mpg fuel type Gasoline features Full Options List" "$ 6,888

$123.46 Est. Mo."
"2019 CHEVROLET SILVERADO 2500HD LTZ - 1GC1KTEY9KF188502" "Asking price $47,958 price drop $58,994 $11,036 near Pell City, AL 35125 miles driven 88,646 mi avg. miles 17,729 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Black stock # 188502 vin # 1GC1KTEY9KF188502 History Vehicle Report fuel type Diesel features Full Options List" "$ 58,994
$ 47,958

$859.60 Est. Mo."
"2022 HONDA CR-V HYBRID EX - 5J6RT6H58NL023785" "Asking price $32,441 near Spokane, WA 99201 miles driven 37,540 mi avg. miles 18,770 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Gray interior color Black stock # 023785 vin # 5J6RT6H58NL023785 History Vehicle Report avg mileage 38 mpg fuel type Hybrid features Full Options List" "$ 32,441

$581.47 Est. Mo."
"2021 DODGE DURANGO SXT PLUS - 1C4RDHAG6MC878462" "Asking price $28,905 near Mobile, AL 36608 miles driven 57,583 mi avg. miles 19,194 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain RWD exterior color Red interior color Black stock # 878462 vin # 1C4RDHAG6MC878462 History Vehicle Report avg mileage 21 mpg fuel type Gasoline features Full Options List" "$ 28,905

$518.09 Est. Mo."
"2023 RAM PROMASTER 2500 - 3C6LRVVG7PE504382" "Asking price $47,462 price drop $47,962 $500 near Fall River, MA 02721 miles driven 39 mi avg. miles 39 mi/yr condition Used body style Van engine 6 Cyl transmission Automatic drivetrain FWD exterior color White interior color Black stock # 504382 vin # 3C6LRVVG7PE504382 History Vehicle Report fuel type Gasoline features Full Options List" "$ 47,962
$ 47,462

$850.71 Est. Mo."
"2020 CHEVROLET EQUINOX LT LT1 - 3GNAXKEV7LS570355" "Asking price $20,900 near Sikeston, MO 63801 miles driven 44,602 mi avg. miles 11,150 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Gray stock # 570355 vin # 3GNAXKEV7LS570355 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 22,990
$ 20,900

$374.61 Est. Mo."
"2023 NISSAN SENTRA SV - 3N1AB8CV1PY254324" "Asking price $19,648 price drop $22,955 $3,307 near Temecula, CA 92591 miles driven 14,779 mi avg. miles 14,779 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Black interior color Black stock # 254324 vin # 3N1AB8CV1PY254324 History Vehicle Report avg mileage 33 mpg fuel type Gasoline features Full Options List" "$ 22,955
$ 19,648

$352.17 Est. Mo."
"2017 NISSAN ARMADA PLATINUM EDITION - JN8AY2NE0H9701730" "Asking price $19,990 near Saint Louis, MO 63123 miles driven 125,144 mi avg. miles 17,877 mi/yr condition Used body style SUV engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Black interior color Black stock # 701730 vin # JN8AY2NE0H9701730 History Vehicle Report avg mileage 15 mpg fuel type Gasoline features Full Options List" "$ 21,989
$ 19,990

$358.30 Est. Mo."
"2021 TOYOTA RAV4 HYBRID XLE - JTMR6RFV2MD012646" "Asking price $30,999 price drop $32,699 $1,700 near Columbia, SC 29209 miles driven 50,429 mi avg. miles 16,809 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Gray interior color Black stock # 012646 vin # JTMR6RFV2MD012646 History Vehicle Report avg mileage 40 mpg fuel type Hybrid features Full Options List" "$ 32,699
$ 30,999

$555.63 Est. Mo."
"2020 CHEVROLET IMPALA PREMIER 2LZ - 1G1105S31LU112434" "Asking price $23,414 near Milwaukee, WI 53221 miles driven 77,710 mi avg. miles 19,427 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain FWD exterior color Black interior color Black stock # 112434 vin # 1G1105S31LU112434 History Vehicle Report avg mileage 22 mpg fuel type Flexible-Fuel features Full Options List" "$ 25,755
$ 23,414

$419.67 Est. Mo."
"2023 NISSAN LEAF S - 1N4AZ1BV5PC559034" "Asking price $21,500 price drop $28,475 $6,975 near San Pablo, CA 94806 miles driven 128 mi avg. miles 128 mi/yr condition Used body style Hatchback engine Electric transmission Automatic drivetrain FWD exterior color Gray interior color Black stock # 559034 vin # 1N4AZ1BV5PC559034 History Vehicle Report avg mileage 111 mpg fuel type Electric features Full Options List" "$ 28,475
$ 21,500

$385.37 Est. Mo."
"2014 DODGE GRAND CARAVAN SE 30TH ANNIVERSARY EDITION - 2C4RDGBGXER237834" "Asking price $9,590 near Tampa, FL 33619 miles driven 110,612 mi avg. miles 11,061 mi/yr condition Used body style Minivan engine 6 Cyl transmission Automatic drivetrain FWD stock # 237834 vin # 2C4RDGBGXER237834 History Vehicle Report avg mileage 20 mpg fuel type Flexible-Fuel features Full Options List" "$ 9,590

$171.89 Est. Mo."
"2021 CHEVROLET SILVERADO 1500 RST - 1GCUYEED7MZ144374" "Asking price $36,960 near Brooklyn, NY 11228 miles driven 58,153 mi avg. miles 19,384 mi/yr condition Certified Pre-Owned body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Blue interior color Black stock # 144374 vin # 1GCUYEED7MZ144374 History Vehicle Report fuel type Gasoline features Full Options List" "$ 36,960

$662.47 Est. Mo."
"2019 DODGE GRAND CARAVAN SE - 2C4RDGBGXKR502358" "Asking price $16,406 near Manassas, VA 20110 miles driven 85,142 mi avg. miles 17,028 mi/yr condition Used body style Minivan engine 6 Cyl transmission Automatic drivetrain FWD exterior color White interior color Black stock # 502358 vin # 2C4RDGBGXKR502358 History Vehicle Report avg mileage 20 mpg fuel type Flexible-Fuel features Full Options List" "$ 18,047
$ 16,406

$294.06 Est. Mo."
"2013 HYUNDAI ELANTRA GT BASE - KMHD35LE8DU022657" "Asking price $9,934 near College Park, MD 20740 miles driven 81,130 mi avg. miles 7,375 mi/yr condition Used body style Hatchback engine 4 Cyl transmission Manual drivetrain FWD exterior color Black interior color Black stock # 022657 vin # KMHD35LE8DU022657 History Vehicle Report avg mileage 30 mpg fuel type Gasoline features Full Options List" "$ 9,934

$178.06 Est. Mo."
"2019 TOYOTA HIGHLANDER XLE - 5TDJZRFH5KS606633" "Asking price $32,900 price drop $44,400 $11,500 near Frederick, MD 21704 miles driven 38,403 mi avg. miles 7,680 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color White interior color White stock # 606633 vin # 5TDJZRFH5KS606633 History Vehicle Report avg mileage 22 mpg fuel type Gasoline features Full Options List" "$ 44,400
$ 32,900

$589.70 Est. Mo."
"2014 CHEVROLET IMPALA LT LT2 - 2G1125S30E9101984" "Asking price $11,995 price drop $13,195 $1,200 near Marietta, GA 30062 miles driven 112,646 mi avg. miles 11,264 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain FWD exterior color Silver stock # 101984 vin # 2G1125S30E9101984 History Vehicle Report avg mileage 21 mpg fuel type Flexible-Fuel features Full Options List" "$ 13,195
$ 11,995

$215.00 Est. Mo."
"2021 SUBARU LEGACY LIMITED XT - 4S3BWGN6XM3017146" "Asking price $30,995 price drop $31,995 $1,000 near Midlothian, VA 23113 miles driven 22,426 mi avg. miles 7,475 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain AWD exterior color Red interior color Gray stock # 017146 vin # 4S3BWGN6XM3017146 History Vehicle Report avg mileage 27 mpg fuel type Gasoline features Full Options List" "$ 31,995
$ 30,995

$555.55 Est. Mo."
"2012 INFINITI G37 - JN1CV6AR8CM681510" "Asking price $6,500 price drop $6,995 $495 near Kansas City, MO 64131 miles driven 196,619 mi avg. miles 16,384 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain AWD exterior color Gray interior color Gray stock # 681510 vin # JN1CV6AR8CM681510 History Vehicle Report avg mileage 20 mpg fuel type Gasoline features Full Options List" "$ 6,995
$ 6,500

$116.51 Est. Mo."
"2019 DODGE GRAND CARAVAN SXT - 2C4RDGCG2KR545400" "Asking price $20,150 price drop $20,450 $300 near Santa Maria, CA 93455 miles driven 49,422 mi avg. miles 9,884 mi/yr condition Used body style Minivan engine 6 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Black stock # 545400 vin # 2C4RDGCG2KR545400 History Vehicle Report avg mileage 20 mpg fuel type Flexible-Fuel features Full Options List" "$ 20,450
$ 20,150

$361.17 Est. Mo."
"2021 GMC SIERRA 1500 AT4 - 3GTP9EELXMG205881" "Asking price $48,980 near Quincy, IL 62305 miles driven 63,895 mi avg. miles 21,298 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Red interior color Black stock # 205881 vin # 3GTP9EELXMG205881 History Vehicle Report fuel type Gasoline features Full Options List" "$ 53,878
$ 48,980

$877.92 Est. Mo."
"2020 CHEVROLET EQUINOX LT 2FL - 3GNAXJEV3LS734808" "Asking price $21,385 price drop $21,985 $600 near Lawrence, KS 66046 miles driven 26,433 mi avg. miles 6,608 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color Blue interior color Black stock # 734808 vin # 3GNAXJEV3LS734808 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 21,985
$ 21,385

$383.30 Est. Mo."
"2011 FORD F-150 XLT - 1FTFW1EF7BKD98312" "Asking price $9,450 near Sun Prairie, WI 53590 miles driven 217,919 mi avg. miles 16,763 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Silver interior color Gray stock # D98312 vin # 1FTFW1EF7BKD98312 History Vehicle Report avg mileage 16 mpg fuel type Flexible-Fuel features Full Options List" "$ 9,450

$169.38 Est. Mo."
"2023 VOLVO S90 B6 PLUS - LVY062MN2PP321564" "Asking price $55,222 price drop $55,994 $772 near Alexandria, VA 22302 miles driven 4,412 mi avg. miles 4,412 mi/yr condition Certified Pre-Owned body style Sedan engine 4 Cyl transmission Automatic drivetrain AWD exterior color Black interior color Tan stock # 321564 vin # LVY062MN2PP321564 History Vehicle Report avg mileage 26 mpg fuel type Gasoline features Full Options List" "$ 55,994
$ 55,222

$989.80 Est. Mo."
"2021 TOYOTA VENZA LE - JTEAAAAH2MJ054200" "Asking price $34,000 near Avon, IN 46123 miles driven 32,576 mi avg. miles 10,858 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Blue stock # 054200 vin # JTEAAAAH2MJ054200 History Vehicle Report avg mileage 39 mpg fuel type Hybrid features Full Options List" "$ 34,000

$609.42 Est. Mo."
"2022 CHEVROLET EQUINOX LT LT1 - 3GNAXKEV4NL202535" "Asking price $21,795 near Oregon, IL 61061 miles driven 30,894 mi avg. miles 15,447 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color Black interior color Black stock # 202535 vin # 3GNAXKEV4NL202535 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 21,795

$390.65 Est. Mo."
"2005 SCION XB BASE - JTLKT334954018453" "Asking price $4,995 near South Bend, IN 46637 miles driven 175,691 mi avg. miles 9,246 mi/yr condition Used body style Wagon engine 4 Cyl transmission Manual drivetrain FWD exterior color Blue interior color Black stock # 018453 vin # JTLKT334954018453 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 4,995

$89.53 Est. Mo."
"2021 CHEVROLET SILVERADO 1500 RST - 1GCUYEED2MZ254443" "Asking price $45,495 near Wisconsin Rapids, WI 54494 miles driven 35,165 mi avg. miles 11,721 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD interior color Black stock # 254443 vin # 1GCUYEED2MZ254443 History Vehicle Report fuel type Gasoline features Full Options List" "$ 45,495

$815.45 Est. Mo."
"2015 FORD FOCUS SE - 1FADP3F28FL293263" "Asking price $9,988 near North Kingsville, OH 44068 miles driven 83,989 mi avg. miles 9,332 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD stock # 293263 vin # 1FADP3F28FL293263 History Vehicle Report avg mileage 30 mpg fuel type Flexible-Fuel features Full Options List" "$ 9,988

$179.02 Est. Mo."
"2009 CHEVROLET COBALT LS - 1G1AS58H097273815" "Asking price $6,374 near Lima, OH 45807 miles driven 36,070 mi avg. miles 2,404 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Tan stock # 273815 vin # 1G1AS58H097273815 History Vehicle Report avg mileage 27 mpg fuel type Gasoline features Full Options List" "$ 6,374

$114.25 Est. Mo."
"2016 LAND ROVER LR4 HSE - SALAG2V64GA813105" "Asking price $21,995 price drop $28,995 $7,000 near Charlotte, NC 28206 miles driven 118,896 mi avg. miles 14,862 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain 4WD exterior color Silver interior color Black stock # 813105 vin # SALAG2V64GA813105 History Vehicle Report avg mileage 16 mpg fuel type Gasoline features Full Options List" "$ 28,995
$ 21,995

$394.24 Est. Mo."
"2022 HONDA CR-V HYBRID EXL - 5J6RT6H89NL005144" "Asking price $32,983 near Cathedral City, CA 92234 miles driven 23,415 mi avg. miles 11,707 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD stock # 005144 vin # 5J6RT6H89NL005144 History Vehicle Report avg mileage 38 mpg fuel type Hybrid features Full Options List" "$ 32,983

$591.19 Est. Mo."
"2019 GMC TERRAIN SLT - 3GKALVEV9KL381905" "Asking price $19,860 near Bridgeview, IL 60455 miles driven 89,816 mi avg. miles 17,963 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color White interior color Black stock # 381905 vin # 3GKALVEV9KL381905 History Vehicle Report avg mileage 26 mpg fuel type Gasoline features Full Options List" "$ 19,860

$355.97 Est. Mo."
"2022 HONDA INSIGHT TOURING - 19XZE4F97NE001716" "Asking price $24,750 near Avon, IN 46123 miles driven 60,882 mi avg. miles 30,441 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Black interior color Black stock # 001716 vin # 19XZE4F97NE001716 History Vehicle Report avg mileage 48 mpg fuel type Hybrid features Full Options List" "$ 24,750

$443.62 Est. Mo."
"2020 ACURA RDX TECHNOLOGY - 5J8TC1H50LL004032" "Asking price $31,995 near Montclair, CA 91763 miles driven 37,978 mi avg. miles 9,494 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color Gray interior color Black stock # 004032 vin # 5J8TC1H50LL004032 History Vehicle Report avg mileage 24 mpg fuel type Gasoline features Full Options List" "$ 31,995

$573.48 Est. Mo."
"2022 CHRYSLER PACIFICA LIMITED - 2C4RC3GG4NR137412" "Asking price $40,999 near Elmhurst, IL 60126 miles driven 24,152 mi avg. miles 12,076 mi/yr condition Used body style Minivan engine 6 Cyl transmission Automatic drivetrain AWD exterior color Gray interior color Black stock # 137412 vin # 2C4RC3GG4NR137412 History Vehicle Report avg mileage 20 mpg fuel type Gasoline features Full Options List" "$ 40,999

$734.87 Est. Mo."
"2015 AUDI A3 PREMIUM - WAUEFGFF0F1053564" "Asking price $13,500 near Feasterville Trevose, PA 19053 miles driven 107,340 mi avg. miles 11,926 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain AWD exterior color Black interior color Black stock # 053564 vin # WAUEFGFF0F1053564 History Vehicle Report avg mileage 27 mpg fuel type Gasoline features Full Options List" "$ 13,500

$241.97 Est. Mo."
"2022 AUDI SQ5 PREMIUM - WA1A4AFY2N2139256" "Asking price $42,329 near Portland, OR 97232 miles driven 12,400 mi avg. miles 6,200 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color Gray interior color Gray stock # 139256 vin # WA1A4AFY2N2139256 History Vehicle Report avg mileage 21 mpg fuel type Gasoline features Full Options List" "$ 42,329

$758.70 Est. Mo."
"2014 NISSAN PATHFINDER S - 5N1AR2MM1EC692144" "Asking price $13,495 near Harrisburg, PA 17109 miles driven 114,438 mi avg. miles 11,443 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain 4WD exterior color Red interior color Black stock # 692144 vin # 5N1AR2MM1EC692144 History Vehicle Report avg mileage 21 mpg fuel type Gasoline features Full Options List" "$ 13,495

$241.88 Est. Mo."
"2018 KIA FORTE LX - 3KPFK4A73JE271022" "Asking price $13,482 near Savannah, GA 31406 miles driven 83,580 mi avg. miles 13,930 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Black stock # 271022 vin # 3KPFK4A73JE271022 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 13,482

$241.65 Est. Mo."
"2019 CHEVROLET SILVERADO 1500 CUSTOM TRAIL BOSS - 1GCRYCEFXKZ193982" "Asking price $34,975 near Savannah, TN 38372 miles driven 49,840 mi avg. miles 9,968 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Gray interior color Black stock # 193982 vin # 1GCRYCEFXKZ193982 History Vehicle Report avg mileage 17 mpg fuel type Flexible-Fuel features Full Options List" "$ 34,975

$626.89 Est. Mo."
"2024 KIA SELTOS S - KNDEUCAA0R7532016" "Asking price $26,749 near Portland, OR 97232 miles driven 643 mi avg. miles 0 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color White interior color Black stock # 532016 vin # KNDEUCAA0R7532016 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 29,424
$ 26,749

$479.45 Est. Mo."
"2021 FORD F-150 XLT - 1FTEW1EP9MKD81244" "Asking price $41,969 near Richmond, KY 40475 miles driven 27,906 mi avg. miles 9,302 mi/yr condition Used body style Pickup engine 6 Cyl transmission Automatic drivetrain 4WD exterior color Blue interior color Gray stock # D81244 vin # 1FTEW1EP9MKD81244 History Vehicle Report fuel type Gasoline features Full Options List" "$ 41,969

$752.25 Est. Mo."
"2019 GMC ACADIA SLT SLT-1 - 1GKKNULS2KZ140391" "Asking price $27,988 near Bloomsburg, PA 17815 miles driven 47,653 mi avg. miles 9,530 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color Blue interior color Black stock # 140391 vin # 1GKKNULS2KZ140391 History Vehicle Report avg mileage 20 mpg fuel type Gasoline features Full Options List" "$ 27,988

$501.66 Est. Mo."
"2020 SUBARU FORESTER TOURING - JF2SKAXC9LH459561" "Asking price $24,490 near Smithfield, UT 84335 miles driven 90,109 mi avg. miles 22,527 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Gray stock # 459561 vin # JF2SKAXC9LH459561 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 24,490

$438.96 Est. Mo."
"2022 ACURA MDX BASE TECHNOLOGY - 5J8YE1H49NL042045" "Asking price $44,296 near Falls Church, VA 22041 miles driven 29,854 mi avg. miles 14,927 mi/yr condition Certified Pre-Owned body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color Silver interior color Gray stock # 042045 vin # 5J8YE1H49NL042045 History Vehicle Report avg mileage 21 mpg fuel type Gasoline features Full Options List" "$ 44,296

$793.96 Est. Mo."
"2013 JEEP WRANGLER UNLIMITED FREEDOM EDITION - 1C4BJWDG5DL526712" "Asking price $19,500 near Corydon, IN 47112 miles driven 116,036 mi avg. miles 10,548 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain 4WD exterior color Brown interior color Gray stock # 526712 vin # 1C4BJWDG5DL526712 History Vehicle Report avg mileage 18 mpg fuel type Gasoline features Full Options List" "$ 19,500

$349.52 Est. Mo."
"2018 CHEVROLET TRAVERSE LT LT1 - 1GNEVGKW6JJ134287" "Asking price $23,600 near Sturgeon Bay, WI 54235 miles driven 72,015 mi avg. miles 12,002 mi/yr condition Certified Pre-Owned body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color Red interior color Gray stock # 134287 vin # 1GNEVGKW6JJ134287 History Vehicle Report avg mileage 20 mpg fuel type Gasoline features Full Options List" "$ 23,600

$423.01 Est. Mo."
"2021 VOLKSWAGEN ATLAS CROSS SPORT SE W/TECHNOLOGY R-LINE - 1V2RE2CA8MC203553" "Asking price $28,871 near Wakefield, RI 02879 miles driven 51,325 mi avg. miles 17,108 mi/yr condition Certified Pre-Owned body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color White interior color Black stock # 203553 vin # 1V2RE2CA8MC203553 History Vehicle Report avg mileage 19 mpg fuel type Gasoline features Full Options List" "$ 28,871

$517.48 Est. Mo."
